features	cell_health_modz_target_cc_late_mitosis_n_spots_h2ax_per_nucleus_area_mean	cell_health_modz_target_cc_all_nucleus_roundness_mean	cell_health_modz_target_cc_polyploid_n_objects	cell_health_modz_target_cc_g1_n_objects	cell_health_modz_target_cc_mitosis_n_objects	cell_health_modz_target_vb_num_live_cells	cell_health_modz_target_vb_percent_live	cell_health_modz_target_vb_live_cell_roundness	cell_health_modz_target_cc_all_large_notround_polynuclear_mean	cell_health_modz_target_cc_all_high_h2ax	cell_health_modz_target_cc_early_mitosis_high_h2ax	cell_health_modz_target_cc_g2_n_spots_h2ax_mean	cell_health_modz_target_cc_g2_plus_all_m_count	cell_health_modz_target_cc_early_mitosis_n_objects	cell_health_modz_target_cc_all_nucleus_area_mean	cell_health_modz_target_cc_g1_n_spots_h2ax_per_nucleus_area_mean	cell_health_modz_target_vb_live_cell_area	cell_health_modz_target_cc_polyploid_n_spots_h2ax_mean	cell_health_modz_target_cc_all_n_objects	cell_health_modz_target_cc_cc_g2	cell_health_modz_target_vb_ros_back_mean	cell_health_modz_target_vb_ros_mean	cell_health_modz_target_cc_infection_percentage	cell_health_modz_target_cc_early_mitosis_n_spots_h2ax_mean	cell_health_modz_target_vb_percent_early_apoptosis	cell_health_modz_target_cc_mitosis_high_h2ax	cell_health_modz_target_cc_polynuclear_n_spots_h2ax_mean	cell_health_modz_target_cc_polyploid_high_h2ax	cell_health_modz_target_cc_cc_late_mitosis	cell_health_modz_target_vb_percent_all_apoptosis	cell_health_modz_target_cc_polynuclear_n_spots_h2ax_per_nucleus_area_mean	cell_health_modz_target_cc_g1_high_h2ax	cell_health_modz_target_cc_cc_mitosis	cell_health_modz_target_cc_all_n_spots_h2ax_mean	cell_health_modz_target_vb_infection_percentage	cell_health_modz_target_cc_mitosis_n_spots_h2ax_per_nucleus_area_mean	cell_health_modz_target_cc_s_n_spots_h2ax_mean	cell_health_modz_target_cc_all_n_spots_h2ax_per_nucleus_area_mean	cell_health_modz_target_vb_percent_late_apoptosis	cell_health_modz_target_cc_mitosis_n_spots_h2ax_mean	cell_health_modz_target_cc_g1_n_spots_h2ax_mean	cell_health_modz_target_cc_all_large_round_polyploid_mean	cell_health_modz_target_cc_cc_g1	cell_health_modz_target_cc_s_intensity_nucleus_area_sum	cell_health_modz_target_cc_polyploid_n_spots_h2ax_per_nucleus_area_mean	cell_health_modz_target_cc_s_n_objects	cell_health_modz_target_cc_g2_n_objects	cell_health_modz_target_cc_cc_n_objects	cell_health_modz_target_cc_late_mitosis_n_objects	cell_health_modz_target_cc_early_mitosis_n_spots_h2ax_per_nucleus_area_mean	cell_health_modz_target_cc_g2_g1_count	cell_health_modz_target_vb_percent_caspase_dead_only	cell_health_modz_target_cc_polynuclear_n_objects	cell_health_modz_target_cc_cc_early_mitosis	cell_health_modz_target_cc_polynuclear_high_h2ax	cell_health_modz_target_cc_g2_n_spots_h2ax_per_nucleus_area_mean	cell_health_modz_target_cc_cc_n_spots_h2ax_mean	cell_health_modz_target_vb_percent_dead	cell_health_modz_target_cc_cc_s	cell_health_modz_target_cc_late_mitosis_high_h2ax	cell_health_modz_target_cc_s_intensity_nucleus_area_mean	cell_health_modz_target_cc_g2_high_h2ax	cell_health_modz_target_cc_late_mitosis_n_spots_h2ax_mean	cell_health_modz_target_cc_cc_high_h2ax	cell_health_modz_target_vb_percent_dead_only	cell_health_modz_target_cc_s_high_h2ax	cell_health_modz_target_cc_cc_n_spots_h2ax_per_nucleus_area_mean	cell_health_modz_target_cc_s_n_spots_h2ax_per_nucleus_area_mean	cell_health_modz_target_cc_g1_plus_g2_count	cell_health_modz_target_vb_live_cell_width_length
Cytoplasm_Texture_Correlation_Mito_10_0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.003981539104401603	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.006670049434196505	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.00650746260981597	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0
Cytoplasm_Texture_Correlation_Mito_20_0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0043292229970573965	0.0	0.0	0.0	0.0	0.015438860236957215	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.010053221679728377	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.026433401860469972	-0.0	0.014326167098213065	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0
Cytoplasm_Texture_Correlation_Mito_5_0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008265780401217825	-0.0	0.012215950234109464	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.024315498843158517	0.0	-0.0	0.01984822384910509	0.0	0.0	0.0	0.005115120613665288	-0.0	-0.0	0.011185856141415573	0.0	0.0	-0.0	0.01620840427892084	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.015300551886269609	-0.0	-0.00956240089989299	-0.0	-0.18423141795538808	0.0	0.0	0.0	-0.0	0.0	0.005205690950522297	0.0	0.0	-0.0
Cytoplasm_Texture_Correlation_RNA_20_0	0.0	-0.0	0.0	0.0	0.0	0.004484618144142517	0.0	0.0	0.0	0.0	0.0	-0.0	-0.04458239951987816	0.005196010670206398	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.001715871298852827	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.018003187901317403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.023178915585367287	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.10280976465486852	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
Cytoplasm_Texture_Correlation_RNA_5_0	0.0	9.732450226988718e-06	0.0	-0.0	-0.0	0.0	0.050113461096110735	-0.03359342570843721	0.0	0.010565092581970244	0.02635528560998711	0.0	-0.0	0.0	0.0	0.0	0.04958896216526433	0.0	-0.0	0.005387600124424931	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.004538171698533115	-0.07535020444831067	0.002076964370716883	0.0	-0.0	0.0633285762799312	-0.0	0.0	0.0	0.08466373182050783	-0.0563713654609133	0.0	0.030597798354171535	0.005614435219812388	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0001744162933559627	0.0	0.0	0.0	0.0	0.006003608183120238	-0.0501956015164657	0.0	-0.0	0.0	0.0	0.0	0.00043123131950854854	-0.020441297350443706	-0.0	0.015808598186704347	0.0	0.0	-0.006979511846173279
Cytoplasm_Texture_DifferenceEntropy_AGP_10_0	-0.0	-0.0	-0.0	-0.0	0.0	-0.010676623816947508	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.00545522982150766	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0
Cytoplasm_Texture_DifferenceEntropy_AGP_20_0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0
Cytoplasm_Texture_DifferenceEntropy_AGP_5_0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.004870594986229898	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.011380621278027655	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.006409006789466777	-0.0	0.0	-0.0	0.017419039251949955	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.003541980391697418	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.004962484478066531	-0.008400876275553932	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.02488612146788836	-0.0
Cytoplasm_Texture_DifferenceEntropy_DNA_20_0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.029266631097465644	0.010288416311946194	-0.0	0.0	0.0	0.0	-0.0	0.0	0.155008439412702	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.021790876726959885	-0.0	-0.0	-0.001238814150268358	0.0	0.0	-0.0	0.0	-0.0	0.028830314089953242	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.002216537211983561	0.0	-0.0	-0.0	0.0	0.0	0.02920154467057303	-0.0	-0.0	-0.033688819602063644	0.0	-0.0	0.0	0.00697693358976934	-0.0	-0.0	-0.0	0.0	0.0
Cytoplasm_Texture_DifferenceEntropy_DNA_5_0	-0.0	0.0	0.0	0.0	0.0	0.016925849901287263	-0.03417855206951837	0.010938982190709125	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.016404608803564074	-0.0	-0.0	-0.029625836506672273	-0.0	0.0	-0.0	-0.0	-0.0036645059108109316	0.020556848184762673	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.034279029504180554	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.020534306100736935
Cytoplasm_Texture_DifferenceEntropy_ER_5_0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.01478111745235377	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.014570091538468437	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.014618320533690653	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0
Cytoplasm_Texture_DifferenceEntropy_RNA_10_0	-0.0	-0.05122760008384103	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0
Cytoplasm_Texture_DifferenceEntropy_RNA_20_0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.014143640841453474	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.049664651331322925	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.046652913851159404	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.014430431770420402	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0
Cytoplasm_Texture_DifferenceEntropy_RNA_5_0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.00493177355241371	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.019899373167529495	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0
Cytoplasm_Texture_DifferenceVariance_AGP_10_0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-2.016438851405222e-05	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0
Cytoplasm_Texture_DifferenceVariance_AGP_20_0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.02359143908507428	-0.0	-0.0	0.0	-0.0	-0.010596168576637663	0.0	-0.011791083202762696	0.0	-0.0	0.0	-0.0	-0.004921557746566143	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.016600291199155733	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0004924174138088939
Cytoplasm_Texture_DifferenceVariance_AGP_5_0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.014936413386172036	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.02081303423766122	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.015041562465123729	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0
Cytoplasm_Texture_DifferenceVariance_DNA_10_0	-0.0	-0.0	-0.0	0.0	0.0	0.01422479294764101	-0.03209242351234348	0.0	-0.00150260370167615	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.011319767823837795	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.017117348426550074	0.0	-0.0	-0.0014183817478441712	0.0	0.0	-0.0	0.0	0.0	0.043737161929082904	-0.0	0.0	-0.04600491320019306	0.0	0.0	-0.0	0.0	0.0063075081433033205	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.031852645622593406	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.03623065853086146	-0.0	-0.0	-0.0	0.0	-0.0
Cytoplasm_Texture_DifferenceVariance_DNA_20_0	-0.0	0.03575694398043875	-0.0	0.022525321493541767	0.0	0.04184085704283986	-0.04561968062718931	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.025056170519739972	0.0	0.0	0.0	-0.06169908360432732	-0.03872173711379475	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.033537334837477395	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.09751269241145422	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.007907362517915528	0.0166008853104215	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.04543740825108138	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.01801752021307421	-0.0	-0.0	-0.0	0.0	0.0
Cytoplasm_Texture_DifferenceVariance_DNA_5_0	-0.0	-0.0	-0.0	0.0	0.0	0.006709659097918751	-0.0	0.0	-0.039461595045625804	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.027346108346836526	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.03808758547068022	0.0	0.0	-0.0	-0.03346543434281491	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.05753225540731875	-0.0	0.011558284118973116	-0.0	0.007518239814656939	0.003582201365263978	0.0	0.029767954913051446	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0
Cytoplasm_Texture_DifferenceVariance_ER_10_0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.026204929885099464	-0.0	-0.0	-0.0	-0.0	-0.0017185003504389866	-0.0	-0.0	0.0	-0.0	-0.0	-0.011197966680981726	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0
Cytoplasm_Texture_DifferenceVariance_ER_20_0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.03208283751908641	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.03618617395921199	-0.0	-0.0	-0.0	0.0	-0.00769414648569601	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.035355802590533364	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.05809728497196974	-0.0	-0.0	0.02746795642171989	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.031991580386482754	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
Cytoplasm_Texture_DifferenceVariance_ER_5_0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.006879378890770344	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0
Cytoplasm_Texture_DifferenceVariance_Mito_10_0	-0.0	-0.0007744884185376994	0.0	-0.0	0.0	-0.0	-0.0	0.005726828237545515	0.027024982682154523	-0.0	-0.0	0.0	0.003591010293691123	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.03668925741443737	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.020989471805748658	0.0	0.0	-0.0	-0.0	-0.0	0.006127134843685113	-0.0	-0.0	-0.0	-0.08682380512638828	0.0
Cytoplasm_Texture_DifferenceVariance_Mito_20_0	-0.0021686692097910277	-0.046544585968566116	0.0	-0.0	0.0	-0.0	0.0	0.03239824942812566	0.011733988791412261	0.0	0.0009763530525815681	0.021411756107403923	0.030667129880226435	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.03989065379344332	-0.0	0.0	0.0054463892656005115	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.025971620976644037	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.008005641103629129	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.015193715490887116
Cytoplasm_Texture_DifferenceVariance_Mito_5_0	-0.0	-0.04957583577048636	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.01944962283744323	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0005145345319669208	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.004167787334187945	0.0	-0.002140813676887802	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.001334265860724023	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0
Cytoplasm_Texture_DifferenceVariance_RNA_10_0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0031258868300217068	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.024034177279096753	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.024066078301739933	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0
Cytoplasm_Texture_DifferenceVariance_RNA_20_0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.01759065999890608	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0
Cytoplasm_Texture_DifferenceVariance_RNA_5_0	-0.0	-0.0	0.0	0.00026518163308160696	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0018078397493862398	-0.0	0.0	0.0	-0.023159488950164887	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.004298108150570507	0.0	-0.0	-0.0	-0.0008889746752117727	0.0	-0.0	-0.020833170771998852	-0.04822058332394959	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.004005091748025611	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.008882919499608209	0.0	-0.0	-0.006054190822703684	-0.0	0.0	0.0
Cytoplasm_Texture_Entropy_AGP_10_0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.004761285219671412	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.09638393760606886	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.00463384690977028	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.007764897917196668	-0.0	-0.0	-0.0	0.0	0.0
Cytoplasm_Texture_Entropy_AGP_20_0	-0.0029556572078928353	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0018220598551264133	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0
Cytoplasm_Texture_Entropy_AGP_5_0	-0.0	-0.002821189417703056	-0.0	-0.0	0.0	-0.0	-0.014656240375235231	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.017027919012674433	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.009217708173961921	-0.0	-0.0	-0.006526188893850983	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.01462977697111008	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0
