Metadata_gene_name	Metadata_pert_name	Metadata_cell_line	n_measurements_paint	data_type_paint	Metadata_Well	Metadata_Plate	guide	cell_id	n_measurements_health	data_type_health
GPX4	GPX4-2	ES2	6	cell_painting	M19	SQ00014613	GPX4-2	ES2	4	cell_health
GPX4	GPX4-2	ES2	6	cell_painting	C06	SQ00014614	GPX4-2	ES2	4	cell_health
GPX4	GPX4-2	ES2	6	cell_painting	M19	SQ00014614	GPX4-2	ES2	4	cell_health
HIF1a	HIF1a-1	ES2	6	cell_painting	C04	SQ00014615	HIF1a-1	ES2	4	cell_health
HIF1a	HIF1a-1	ES2	6	cell_painting	M21	SQ00014615	HIF1a-1	ES2	4	cell_health
HIF1a	HIF1a-1	ES2	6	cell_painting	C04	SQ00014613	HIF1a-1	ES2	4	cell_health
HIF1a	HIF1a-1	ES2	6	cell_painting	M21	SQ00014613	HIF1a-1	ES2	4	cell_health
HIF1a	HIF1a-1	ES2	6	cell_painting	C04	SQ00014614	HIF1a-1	ES2	4	cell_health
HIF1a	HIF1a-1	ES2	6	cell_painting	M21	SQ00014614	HIF1a-1	ES2	4	cell_health
HIF1a	HIF1a-2	ES2	6	cell_painting	C02	SQ00014615	HIF1a-2	ES2	4	cell_health
HIF1a	HIF1a-2	ES2	6	cell_painting	M23	SQ00014615	HIF1a-2	ES2	4	cell_health
HIF1a	HIF1a-2	ES2	6	cell_painting	C02	SQ00014613	HIF1a-2	ES2	4	cell_health
HIF1a	HIF1a-2	ES2	6	cell_painting	M23	SQ00014613	HIF1a-2	ES2	4	cell_health
HIF1a	HIF1a-2	ES2	6	cell_painting	C02	SQ00014614	HIF1a-2	ES2	4	cell_health
HIF1a	HIF1a-2	ES2	6	cell_painting	M23	SQ00014614	HIF1a-2	ES2	4	cell_health
ITGAV	ITGAV-1	ES2	6	cell_painting	C19	SQ00014615	ITGAV-1	ES2	4	cell_health
ITGAV	ITGAV-1	ES2	6	cell_painting	M06	SQ00014615	ITGAV-1	ES2	4	cell_health
ITGAV	ITGAV-1	ES2	6	cell_painting	C19	SQ00014613	ITGAV-1	ES2	4	cell_health
ITGAV	ITGAV-1	ES2	6	cell_painting	M06	SQ00014613	ITGAV-1	ES2	4	cell_health
ITGAV	ITGAV-1	ES2	6	cell_painting	C19	SQ00014614	ITGAV-1	ES2	4	cell_health
ITGAV	ITGAV-1	ES2	6	cell_painting	M06	SQ00014614	ITGAV-1	ES2	4	cell_health
ITGAV	ITGAV-2	ES2	6	cell_painting	C21	SQ00014615	ITGAV-2	ES2	4	cell_health
ITGAV	ITGAV-2	ES2	6	cell_painting	M04	SQ00014615	ITGAV-2	ES2	4	cell_health
ITGAV	ITGAV-2	ES2	6	cell_painting	C21	SQ00014613	ITGAV-2	ES2	4	cell_health
ITGAV	ITGAV-2	ES2	6	cell_painting	M04	SQ00014613	ITGAV-2	ES2	4	cell_health
ITGAV	ITGAV-2	ES2	6	cell_painting	C21	SQ00014614	ITGAV-2	ES2	4	cell_health
ITGAV	ITGAV-2	ES2	6	cell_painting	M04	SQ00014614	ITGAV-2	ES2	4	cell_health
JAK3	JAK3-1	ES2	6	cell_painting	C23	SQ00014615	JAK3-1	ES2	4	cell_health
JAK3	JAK3-1	ES2	6	cell_painting	M02	SQ00014615	JAK3-1	ES2	4	cell_health
JAK3	JAK3-1	ES2	6	cell_painting	C23	SQ00014613	JAK3-1	ES2	4	cell_health
JAK3	JAK3-1	ES2	6	cell_painting	M02	SQ00014613	JAK3-1	ES2	4	cell_health
JAK3	JAK3-1	ES2	6	cell_painting	C23	SQ00014614	JAK3-1	ES2	4	cell_health
JAK3	JAK3-1	ES2	6	cell_painting	M02	SQ00014614	JAK3-1	ES2	4	cell_health
JAK3	JAK3-2	ES2	6	cell_painting	E01	SQ00014615	JAK3-2	ES2	4	cell_health
JAK3	JAK3-2	ES2	6	cell_painting	K24	SQ00014615	JAK3-2	ES2	4	cell_health
JAK3	JAK3-2	ES2	6	cell_painting	E01	SQ00014613	JAK3-2	ES2	4	cell_health
JAK3	JAK3-2	ES2	6	cell_painting	K24	SQ00014613	JAK3-2	ES2	4	cell_health
JAK3	JAK3-2	ES2	6	cell_painting	E01	SQ00014614	JAK3-2	ES2	4	cell_health
JAK3	JAK3-2	ES2	6	cell_painting	K24	SQ00014614	JAK3-2	ES2	4	cell_health
KIF11	KIF11-1	ES2	6	cell_painting	E03	SQ00014615	KIF11-1	ES2	4	cell_health
KIF11	KIF11-1	ES2	6	cell_painting	K22	SQ00014615	KIF11-1	ES2	4	cell_health
KIF11	KIF11-1	ES2	6	cell_painting	E03	SQ00014613	KIF11-1	ES2	4	cell_health
KIF11	KIF11-1	ES2	6	cell_painting	K22	SQ00014613	KIF11-1	ES2	4	cell_health
KIF11	KIF11-1	ES2	6	cell_painting	E03	SQ00014614	KIF11-1	ES2	4	cell_health
KIF11	KIF11-1	ES2	6	cell_painting	K22	SQ00014614	KIF11-1	ES2	4	cell_health
KIF11	KIF11-2	ES2	6	cell_painting	E05	SQ00014615	KIF11-2	ES2	4	cell_health
KIF11	KIF11-2	ES2	6	cell_painting	K20	SQ00014615	KIF11-2	ES2	4	cell_health
KIF11	KIF11-2	ES2	6	cell_painting	E05	SQ00014613	KIF11-2	ES2	4	cell_health
KIF11	KIF11-2	ES2	6	cell_painting	K20	SQ00014613	KIF11-2	ES2	4	cell_health
KIF11	KIF11-2	ES2	6	cell_painting	E05	SQ00014614	KIF11-2	ES2	4	cell_health
KIF11	KIF11-2	ES2	6	cell_painting	K20	SQ00014614	KIF11-2	ES2	4	cell_health
KRAS	KRAS-1	ES2	6	cell_painting	A24	SQ00014615	KRAS-1	ES2	4	cell_health
KRAS	KRAS-1	ES2	6	cell_painting	O01	SQ00014615	KRAS-1	ES2	4	cell_health
KRAS	KRAS-1	ES2	6	cell_painting	A24	SQ00014613	KRAS-1	ES2	4	cell_health
KRAS	KRAS-1	ES2	6	cell_painting	O01	SQ00014613	KRAS-1	ES2	4	cell_health
KRAS	KRAS-1	ES2	6	cell_painting	A24	SQ00014614	KRAS-1	ES2	4	cell_health
KRAS	KRAS-1	ES2	6	cell_painting	O01	SQ00014614	KRAS-1	ES2	4	cell_health
KRAS	KRAS-2A	ES2	6	cell_painting	A22	SQ00014615	KRAS-2A	ES2	4	cell_health
KRAS	KRAS-2A	ES2	6	cell_painting	O03	SQ00014615	KRAS-2A	ES2	4	cell_health
KRAS	KRAS-2A	ES2	6	cell_painting	A22	SQ00014613	KRAS-2A	ES2	4	cell_health
KRAS	KRAS-2A	ES2	6	cell_painting	O03	SQ00014613	KRAS-2A	ES2	4	cell_health
KRAS	KRAS-2A	ES2	6	cell_painting	A22	SQ00014614	KRAS-2A	ES2	4	cell_health
KRAS	KRAS-2A	ES2	6	cell_painting	O03	SQ00014614	KRAS-2A	ES2	4	cell_health
KRAS	KRAS-2B	ES2	6	cell_painting	A04	SQ00014615	KRAS-2B	ES2	4	cell_health
KRAS	KRAS-2B	ES2	6	cell_painting	O21	SQ00014615	KRAS-2B	ES2	4	cell_health
KRAS	KRAS-2B	ES2	6	cell_painting	A04	SQ00014613	KRAS-2B	ES2	4	cell_health
KRAS	KRAS-2B	ES2	6	cell_painting	O21	SQ00014613	KRAS-2B	ES2	4	cell_health
KRAS	KRAS-2B	ES2	6	cell_painting	A04	SQ00014614	KRAS-2B	ES2	4	cell_health
KRAS	KRAS-2B	ES2	6	cell_painting	O21	SQ00014614	KRAS-2B	ES2	4	cell_health
LacZ	LacZ-2	ES2	12	cell_painting	D22	SQ00014615	LacZ-2	ES2	8	cell_health
LacZ	LacZ-2	ES2	12	cell_painting	D24	SQ00014615	LacZ-2	ES2	8	cell_health
LacZ	LacZ-2	ES2	12	cell_painting	N01	SQ00014615	LacZ-2	ES2	8	cell_health
LacZ	LacZ-2	ES2	12	cell_painting	N03	SQ00014615	LacZ-2	ES2	8	cell_health
LacZ	LacZ-2	ES2	12	cell_painting	D22	SQ00014613	LacZ-2	ES2	8	cell_health
LacZ	LacZ-2	ES2	12	cell_painting	D24	SQ00014613	LacZ-2	ES2	8	cell_health
LacZ	LacZ-2	ES2	12	cell_painting	N01	SQ00014613	LacZ-2	ES2	8	cell_health
LacZ	LacZ-2	ES2	12	cell_painting	N03	SQ00014613	LacZ-2	ES2	8	cell_health
LacZ	LacZ-2	ES2	12	cell_painting	D22	SQ00014614	LacZ-2	ES2	8	cell_health
LacZ	LacZ-2	ES2	12	cell_painting	D24	SQ00014614	LacZ-2	ES2	8	cell_health
LacZ	LacZ-2	ES2	12	cell_painting	N01	SQ00014614	LacZ-2	ES2	8	cell_health
LacZ	LacZ-2	ES2	12	cell_painting	N03	SQ00014614	LacZ-2	ES2	8	cell_health
LacZ	LacZ-3	ES2	12	cell_painting	B22	SQ00014615	LacZ-3	ES2	8	cell_health
LacZ	LacZ-3	ES2	12	cell_painting	B24	SQ00014615	LacZ-3	ES2	8	cell_health
LacZ	LacZ-3	ES2	12	cell_painting	P01	SQ00014615	LacZ-3	ES2	8	cell_health
LacZ	LacZ-3	ES2	12	cell_painting	P03	SQ00014615	LacZ-3	ES2	8	cell_health
LacZ	LacZ-3	ES2	12	cell_painting	B22	SQ00014613	LacZ-3	ES2	8	cell_health
LacZ	LacZ-3	ES2	12	cell_painting	B24	SQ00014613	LacZ-3	ES2	8	cell_health
LacZ	LacZ-3	ES2	12	cell_painting	P01	SQ00014613	LacZ-3	ES2	8	cell_health
LacZ	LacZ-3	ES2	12	cell_painting	P03	SQ00014613	LacZ-3	ES2	8	cell_health
LacZ	LacZ-3	ES2	12	cell_painting	B22	SQ00014614	LacZ-3	ES2	8	cell_health
LacZ	LacZ-3	ES2	12	cell_painting	B24	SQ00014614	LacZ-3	ES2	8	cell_health
LacZ	LacZ-3	ES2	12	cell_painting	P01	SQ00014614	LacZ-3	ES2	8	cell_health
LacZ	LacZ-3	ES2	12	cell_painting	P03	SQ00014614	LacZ-3	ES2	8	cell_health
Luc	Luc-1	ES2	15	cell_painting	B13	SQ00014615	Luc-1	ES2	10	cell_health
Luc	Luc-1	ES2	15	cell_painting	B15	SQ00014615	Luc-1	ES2	10	cell_health
Luc	Luc-1	ES2	15	cell_painting	D13	SQ00014615	Luc-1	ES2	10	cell_health
Luc	Luc-1	ES2	15	cell_painting	N12	SQ00014615	Luc-1	ES2	10	cell_health
Luc	Luc-1	ES2	15	cell_painting	P12	SQ00014615	Luc-1	ES2	10	cell_health
Luc	Luc-1	ES2	15	cell_painting	B13	SQ00014613	Luc-1	ES2	10	cell_health
Luc	Luc-1	ES2	15	cell_painting	B15	SQ00014613	Luc-1	ES2	10	cell_health
Luc	Luc-1	ES2	15	cell_painting	D13	SQ00014613	Luc-1	ES2	10	cell_health
Luc	Luc-1	ES2	15	cell_painting	N12	SQ00014613	Luc-1	ES2	10	cell_health
Luc	Luc-1	ES2	15	cell_painting	P12	SQ00014613	Luc-1	ES2	10	cell_health
Luc	Luc-1	ES2	15	cell_painting	B13	SQ00014614	Luc-1	ES2	10	cell_health
Luc	Luc-1	ES2	15	cell_painting	B15	SQ00014614	Luc-1	ES2	10	cell_health
Luc	Luc-1	ES2	15	cell_painting	D13	SQ00014614	Luc-1	ES2	10	cell_health
Luc	Luc-1	ES2	15	cell_painting	N12	SQ00014614	Luc-1	ES2	10	cell_health
Luc	Luc-1	ES2	15	cell_painting	P12	SQ00014614	Luc-1	ES2	10	cell_health
Luc	Luc-2	ES2	9	cell_painting	D15	SQ00014615	Luc-2	ES2	6	cell_health
Luc	Luc-2	ES2	9	cell_painting	N10	SQ00014615	Luc-2	ES2	6	cell_health
Luc	Luc-2	ES2	9	cell_painting	P10	SQ00014615	Luc-2	ES2	6	cell_health
Luc	Luc-2	ES2	9	cell_painting	D15	SQ00014613	Luc-2	ES2	6	cell_health
Luc	Luc-2	ES2	9	cell_painting	N10	SQ00014613	Luc-2	ES2	6	cell_health
Luc	Luc-2	ES2	9	cell_painting	P10	SQ00014613	Luc-2	ES2	6	cell_health
Luc	Luc-2	ES2	9	cell_painting	D15	SQ00014614	Luc-2	ES2	6	cell_health
Luc	Luc-2	ES2	9	cell_painting	N10	SQ00014614	Luc-2	ES2	6	cell_health
Luc	Luc-2	ES2	9	cell_painting	P10	SQ00014614	Luc-2	ES2	6	cell_health
MAPK1	MAPK1-1	ES2	6	cell_painting	A20	SQ00014615	MAPK1-1	ES2	4	cell_health
MAPK1	MAPK1-1	ES2	6	cell_painting	O05	SQ00014615	MAPK1-1	ES2	4	cell_health
MAPK1	MAPK1-1	ES2	6	cell_painting	A20	SQ00014613	MAPK1-1	ES2	4	cell_health
MAPK1	MAPK1-1	ES2	6	cell_painting	O05	SQ00014613	MAPK1-1	ES2	4	cell_health
MAPK1	MAPK1-1	ES2	6	cell_painting	A20	SQ00014614	MAPK1-1	ES2	4	cell_health
MAPK1	MAPK1-1	ES2	6	cell_painting	O05	SQ00014614	MAPK1-1	ES2	4	cell_health
MAPK1	MAPK1-2	ES2	6	cell_painting	A18	SQ00014615	MAPK1-2	ES2	4	cell_health
MAPK1	MAPK1-2	ES2	6	cell_painting	O07	SQ00014615	MAPK1-2	ES2	4	cell_health
MAPK1	MAPK1-2	ES2	6	cell_painting	A18	SQ00014613	MAPK1-2	ES2	4	cell_health
MAPK1	MAPK1-2	ES2	6	cell_painting	O07	SQ00014613	MAPK1-2	ES2	4	cell_health
MAPK1	MAPK1-2	ES2	6	cell_painting	A18	SQ00014614	MAPK1-2	ES2	4	cell_health
MAPK1	MAPK1-2	ES2	6	cell_painting	O07	SQ00014614	MAPK1-2	ES2	4	cell_health
MCL1	MCL1-2	ES2	6	cell_painting	A14	SQ00014615	MCL1-2	ES2	4	cell_health
MCL1	MCL1-2	ES2	6	cell_painting	O11	SQ00014615	MCL1-2	ES2	4	cell_health
MCL1	MCL1-2	ES2	6	cell_painting	A14	SQ00014613	MCL1-2	ES2	4	cell_health
MCL1	MCL1-2	ES2	6	cell_painting	O11	SQ00014613	MCL1-2	ES2	4	cell_health
MCL1	MCL1-2	ES2	6	cell_painting	A14	SQ00014614	MCL1-2	ES2	4	cell_health
MCL1	MCL1-2	ES2	6	cell_painting	O11	SQ00014614	MCL1-2	ES2	4	cell_health
MCL1	MCL1-5	ES2	6	cell_painting	A02	SQ00014615	MCL1-5	ES2	4	cell_health
MCL1	MCL1-5	ES2	6	cell_painting	O23	SQ00014615	MCL1-5	ES2	4	cell_health
MCL1	MCL1-5	ES2	6	cell_painting	A02	SQ00014613	MCL1-5	ES2	4	cell_health
MCL1	MCL1-5	ES2	6	cell_painting	O23	SQ00014613	MCL1-5	ES2	4	cell_health
MCL1	MCL1-5	ES2	6	cell_painting	A02	SQ00014614	MCL1-5	ES2	4	cell_health
MCL1	MCL1-5	ES2	6	cell_painting	O23	SQ00014614	MCL1-5	ES2	4	cell_health
MTOR	MTOR-1	ES2	6	cell_painting	E07	SQ00014615	MTOR-1	ES2	4	cell_health
MTOR	MTOR-1	ES2	6	cell_painting	K18	SQ00014615	MTOR-1	ES2	4	cell_health
MTOR	MTOR-1	ES2	6	cell_painting	E07	SQ00014613	MTOR-1	ES2	4	cell_health
MTOR	MTOR-1	ES2	6	cell_painting	K18	SQ00014613	MTOR-1	ES2	4	cell_health
MTOR	MTOR-1	ES2	6	cell_painting	E07	SQ00014614	MTOR-1	ES2	4	cell_health
MTOR	MTOR-1	ES2	6	cell_painting	K18	SQ00014614	MTOR-1	ES2	4	cell_health
MTOR	MTOR-2	ES2	6	cell_painting	E09	SQ00014615	MTOR-2	ES2	4	cell_health
MTOR	MTOR-2	ES2	6	cell_painting	K16	SQ00014615	MTOR-2	ES2	4	cell_health
MTOR	MTOR-2	ES2	6	cell_painting	E09	SQ00014613	MTOR-2	ES2	4	cell_health
MTOR	MTOR-2	ES2	6	cell_painting	K16	SQ00014613	MTOR-2	ES2	4	cell_health
MTOR	MTOR-2	ES2	6	cell_painting	E09	SQ00014614	MTOR-2	ES2	4	cell_health
MTOR	MTOR-2	ES2	6	cell_painting	K16	SQ00014614	MTOR-2	ES2	4	cell_health
MYC	MYC-1	ES2	6	cell_painting	A12	SQ00014615	MYC-1	ES2	4	cell_health
MYC	MYC-1	ES2	6	cell_painting	O13	SQ00014615	MYC-1	ES2	4	cell_health
MYC	MYC-1	ES2	6	cell_painting	A12	SQ00014613	MYC-1	ES2	4	cell_health
MYC	MYC-1	ES2	6	cell_painting	O13	SQ00014613	MYC-1	ES2	4	cell_health
MYC	MYC-1	ES2	6	cell_painting	A12	SQ00014614	MYC-1	ES2	4	cell_health
MYC	MYC-1	ES2	6	cell_painting	O13	SQ00014614	MYC-1	ES2	4	cell_health
MYC	MYC-2	ES2	6	cell_painting	A10	SQ00014615	MYC-2	ES2	4	cell_health
MYC	MYC-2	ES2	6	cell_painting	O15	SQ00014615	MYC-2	ES2	4	cell_health
MYC	MYC-2	ES2	6	cell_painting	A10	SQ00014613	MYC-2	ES2	4	cell_health
MYC	MYC-2	ES2	6	cell_painting	O15	SQ00014613	MYC-2	ES2	4	cell_health
MYC	MYC-2	ES2	6	cell_painting	A10	SQ00014614	MYC-2	ES2	4	cell_health
MYC	MYC-2	ES2	6	cell_painting	O15	SQ00014614	MYC-2	ES2	4	cell_health
ORC4	ORC4-1	ES2	24	cell_painting	B10	SQ00014615	ORC4-1	ES2	16	cell_health
ORC4	ORC4-1	ES2	24	cell_painting	D10	SQ00014615	ORC4-1	ES2	16	cell_health
ORC4	ORC4-1	ES2	24	cell_painting	F22	SQ00014615	ORC4-1	ES2	16	cell_health
ORC4	ORC4-1	ES2	24	cell_painting	H22	SQ00014615	ORC4-1	ES2	16	cell_health
ORC4	ORC4-1	ES2	24	cell_painting	J03	SQ00014615	ORC4-1	ES2	16	cell_health
ORC4	ORC4-1	ES2	24	cell_painting	L03	SQ00014615	ORC4-1	ES2	16	cell_health
ORC4	ORC4-1	ES2	24	cell_painting	N15	SQ00014615	ORC4-1	ES2	16	cell_health
ORC4	ORC4-1	ES2	24	cell_painting	P15	SQ00014615	ORC4-1	ES2	16	cell_health
ORC4	ORC4-1	ES2	24	cell_painting	B10	SQ00014613	ORC4-1	ES2	16	cell_health
ORC4	ORC4-1	ES2	24	cell_painting	D10	SQ00014613	ORC4-1	ES2	16	cell_health
ORC4	ORC4-1	ES2	24	cell_painting	F22	SQ00014613	ORC4-1	ES2	16	cell_health
ORC4	ORC4-1	ES2	24	cell_painting	H22	SQ00014613	ORC4-1	ES2	16	cell_health
ORC4	ORC4-1	ES2	24	cell_painting	J03	SQ00014613	ORC4-1	ES2	16	cell_health
ORC4	ORC4-1	ES2	24	cell_painting	L03	SQ00014613	ORC4-1	ES2	16	cell_health
ORC4	ORC4-1	ES2	24	cell_painting	N15	SQ00014613	ORC4-1	ES2	16	cell_health
ORC4	ORC4-1	ES2	24	cell_painting	P15	SQ00014613	ORC4-1	ES2	16	cell_health
ORC4	ORC4-1	ES2	24	cell_painting	B10	SQ00014614	ORC4-1	ES2	16	cell_health
ORC4	ORC4-1	ES2	24	cell_painting	D10	SQ00014614	ORC4-1	ES2	16	cell_health
ORC4	ORC4-1	ES2	24	cell_painting	F22	SQ00014614	ORC4-1	ES2	16	cell_health
ORC4	ORC4-1	ES2	24	cell_painting	H22	SQ00014614	ORC4-1	ES2	16	cell_health
ORC4	ORC4-1	ES2	24	cell_painting	J03	SQ00014614	ORC4-1	ES2	16	cell_health
ORC4	ORC4-1	ES2	24	cell_painting	L03	SQ00014614	ORC4-1	ES2	16	cell_health
ORC4	ORC4-1	ES2	24	cell_painting	N15	SQ00014614	ORC4-1	ES2	16	cell_health
ORC4	ORC4-1	ES2	24	cell_painting	P15	SQ00014614	ORC4-1	ES2	16	cell_health
ORC4	ORC4-2	ES2	24	cell_painting	F05	SQ00014615	ORC4-2	ES2	16	cell_health
ORC4	ORC4-2	ES2	24	cell_painting	F08	SQ00014615	ORC4-2	ES2	16	cell_health
ORC4	ORC4-2	ES2	24	cell_painting	H05	SQ00014615	ORC4-2	ES2	16	cell_health
ORC4	ORC4-2	ES2	24	cell_painting	H08	SQ00014615	ORC4-2	ES2	16	cell_health
ORC4	ORC4-2	ES2	24	cell_painting	J17	SQ00014615	ORC4-2	ES2	16	cell_health
ORC4	ORC4-2	ES2	24	cell_painting	J20	SQ00014615	ORC4-2	ES2	16	cell_health
ORC4	ORC4-2	ES2	24	cell_painting	L17	SQ00014615	ORC4-2	ES2	16	cell_health
ORC4	ORC4-2	ES2	24	cell_painting	L20	SQ00014615	ORC4-2	ES2	16	cell_health
ORC4	ORC4-2	ES2	24	cell_painting	F05	SQ00014613	ORC4-2	ES2	16	cell_health
ORC4	ORC4-2	ES2	24	cell_painting	F08	SQ00014613	ORC4-2	ES2	16	cell_health
ORC4	ORC4-2	ES2	24	cell_painting	H05	SQ00014613	ORC4-2	ES2	16	cell_health
ORC4	ORC4-2	ES2	24	cell_painting	H08	SQ00014613	ORC4-2	ES2	16	cell_health
ORC4	ORC4-2	ES2	24	cell_painting	J17	SQ00014613	ORC4-2	ES2	16	cell_health
ORC4	ORC4-2	ES2	24	cell_painting	J20	SQ00014613	ORC4-2	ES2	16	cell_health
ORC4	ORC4-2	ES2	24	cell_painting	L17	SQ00014613	ORC4-2	ES2	16	cell_health
ORC4	ORC4-2	ES2	24	cell_painting	L20	SQ00014613	ORC4-2	ES2	16	cell_health
ORC4	ORC4-2	ES2	24	cell_painting	F05	SQ00014614	ORC4-2	ES2	16	cell_health
ORC4	ORC4-2	ES2	24	cell_painting	F08	SQ00014614	ORC4-2	ES2	16	cell_health
ORC4	ORC4-2	ES2	24	cell_painting	H05	SQ00014614	ORC4-2	ES2	16	cell_health
ORC4	ORC4-2	ES2	24	cell_painting	H08	SQ00014614	ORC4-2	ES2	16	cell_health
ORC4	ORC4-2	ES2	24	cell_painting	J17	SQ00014614	ORC4-2	ES2	16	cell_health
ORC4	ORC4-2	ES2	24	cell_painting	J20	SQ00014614	ORC4-2	ES2	16	cell_health
ORC4	ORC4-2	ES2	24	cell_painting	L17	SQ00014614	ORC4-2	ES2	16	cell_health
ORC4	ORC4-2	ES2	24	cell_painting	L20	SQ00014614	ORC4-2	ES2	16	cell_health
PIK3CA	PIK3CA-1	ES2	6	cell_painting	E11	SQ00014615	PIK3CA-1	ES2	4	cell_health
PIK3CA	PIK3CA-1	ES2	6	cell_painting	K14	SQ00014615	PIK3CA-1	ES2	4	cell_health
PIK3CA	PIK3CA-1	ES2	6	cell_painting	E11	SQ00014613	PIK3CA-1	ES2	4	cell_health
PIK3CA	PIK3CA-1	ES2	6	cell_painting	K14	SQ00014613	PIK3CA-1	ES2	4	cell_health
PIK3CA	PIK3CA-1	ES2	6	cell_painting	E11	SQ00014614	PIK3CA-1	ES2	4	cell_health
PIK3CA	PIK3CA-1	ES2	6	cell_painting	K14	SQ00014614	PIK3CA-1	ES2	4	cell_health
PIK3CA	PIK3CA-2	ES2	6	cell_painting	E13	SQ00014615	PIK3CA-2	ES2	4	cell_health
PIK3CA	PIK3CA-2	ES2	6	cell_painting	K12	SQ00014615	PIK3CA-2	ES2	4	cell_health
PIK3CA	PIK3CA-2	ES2	6	cell_painting	E13	SQ00014613	PIK3CA-2	ES2	4	cell_health
PIK3CA	PIK3CA-2	ES2	6	cell_painting	K12	SQ00014613	PIK3CA-2	ES2	4	cell_health
PIK3CA	PIK3CA-2	ES2	6	cell_painting	E13	SQ00014614	PIK3CA-2	ES2	4	cell_health
PIK3CA	PIK3CA-2	ES2	6	cell_painting	K12	SQ00014614	PIK3CA-2	ES2	4	cell_health
POLR2D	POLR2D-1	ES2	24	cell_painting	F01	SQ00014615	POLR2D-1	ES2	16	cell_health
POLR2D	POLR2D-1	ES2	24	cell_painting	F12	SQ00014615	POLR2D-1	ES2	16	cell_health
POLR2D	POLR2D-1	ES2	24	cell_painting	H01	SQ00014615	POLR2D-1	ES2	16	cell_health
POLR2D	POLR2D-1	ES2	24	cell_painting	H12	SQ00014615	POLR2D-1	ES2	16	cell_health
POLR2D	POLR2D-1	ES2	24	cell_painting	J13	SQ00014615	POLR2D-1	ES2	16	cell_health
POLR2D	POLR2D-1	ES2	24	cell_painting	J24	SQ00014615	POLR2D-1	ES2	16	cell_health
POLR2D	POLR2D-1	ES2	24	cell_painting	L13	SQ00014615	POLR2D-1	ES2	16	cell_health
POLR2D	POLR2D-1	ES2	24	cell_painting	L24	SQ00014615	POLR2D-1	ES2	16	cell_health
POLR2D	POLR2D-1	ES2	24	cell_painting	F01	SQ00014613	POLR2D-1	ES2	16	cell_health
POLR2D	POLR2D-1	ES2	24	cell_painting	F12	SQ00014613	POLR2D-1	ES2	16	cell_health
POLR2D	POLR2D-1	ES2	24	cell_painting	H01	SQ00014613	POLR2D-1	ES2	16	cell_health
POLR2D	POLR2D-1	ES2	24	cell_painting	H12	SQ00014613	POLR2D-1	ES2	16	cell_health
POLR2D	POLR2D-1	ES2	24	cell_painting	J13	SQ00014613	POLR2D-1	ES2	16	cell_health
POLR2D	POLR2D-1	ES2	24	cell_painting	J24	SQ00014613	POLR2D-1	ES2	16	cell_health
POLR2D	POLR2D-1	ES2	24	cell_painting	L13	SQ00014613	POLR2D-1	ES2	16	cell_health
POLR2D	POLR2D-1	ES2	24	cell_painting	L24	SQ00014613	POLR2D-1	ES2	16	cell_health
POLR2D	POLR2D-1	ES2	24	cell_painting	F01	SQ00014614	POLR2D-1	ES2	16	cell_health
POLR2D	POLR2D-1	ES2	24	cell_painting	F12	SQ00014614	POLR2D-1	ES2	16	cell_health
POLR2D	POLR2D-1	ES2	24	cell_painting	H01	SQ00014614	POLR2D-1	ES2	16	cell_health
POLR2D	POLR2D-1	ES2	24	cell_painting	H12	SQ00014614	POLR2D-1	ES2	16	cell_health
POLR2D	POLR2D-1	ES2	24	cell_painting	J13	SQ00014614	POLR2D-1	ES2	16	cell_health
POLR2D	POLR2D-1	ES2	24	cell_painting	J24	SQ00014614	POLR2D-1	ES2	16	cell_health
POLR2D	POLR2D-1	ES2	24	cell_painting	L13	SQ00014614	POLR2D-1	ES2	16	cell_health
POLR2D	POLR2D-1	ES2	24	cell_painting	L24	SQ00014614	POLR2D-1	ES2	16	cell_health
POLR2D	POLR2D-2	ES2	24	cell_painting	B03	SQ00014615	POLR2D-2	ES2	16	cell_health
POLR2D	POLR2D-2	ES2	24	cell_painting	D03	SQ00014615	POLR2D-2	ES2	16	cell_health
POLR2D	POLR2D-2	ES2	24	cell_painting	F15	SQ00014615	POLR2D-2	ES2	16	cell_health
POLR2D	POLR2D-2	ES2	24	cell_painting	H15	SQ00014615	POLR2D-2	ES2	16	cell_health
POLR2D	POLR2D-2	ES2	24	cell_painting	J10	SQ00014615	POLR2D-2	ES2	16	cell_health
POLR2D	POLR2D-2	ES2	24	cell_painting	L10	SQ00014615	POLR2D-2	ES2	16	cell_health
POLR2D	POLR2D-2	ES2	24	cell_painting	N22	SQ00014615	POLR2D-2	ES2	16	cell_health
POLR2D	POLR2D-2	ES2	24	cell_painting	P22	SQ00014615	POLR2D-2	ES2	16	cell_health
POLR2D	POLR2D-2	ES2	24	cell_painting	B03	SQ00014613	POLR2D-2	ES2	16	cell_health
POLR2D	POLR2D-2	ES2	24	cell_painting	D03	SQ00014613	POLR2D-2	ES2	16	cell_health
POLR2D	POLR2D-2	ES2	24	cell_painting	F15	SQ00014613	POLR2D-2	ES2	16	cell_health
POLR2D	POLR2D-2	ES2	24	cell_painting	H15	SQ00014613	POLR2D-2	ES2	16	cell_health
POLR2D	POLR2D-2	ES2	24	cell_painting	J10	SQ00014613	POLR2D-2	ES2	16	cell_health
POLR2D	POLR2D-2	ES2	24	cell_painting	L10	SQ00014613	POLR2D-2	ES2	16	cell_health
