features	cell_health_median_target_vb_live_cell_roundness	cell_health_median_target_cc_g1_n_spots_h2ax_per_nucleus_area_mean	cell_health_median_target_cc_mitosis_high_h2ax	cell_health_median_target_cc_mitosis_n_spots_h2ax_per_nucleus_area_mean	cell_health_median_target_cc_polyploid_n_spots_h2ax_per_nucleus_area_mean	cell_health_median_target_cc_cc_s	cell_health_median_target_cc_early_mitosis_n_objects	cell_health_median_target_cc_polynuclear_high_h2ax	cell_health_median_target_cc_early_mitosis_n_spots_h2ax_per_nucleus_area_mean	cell_health_median_target_cc_late_mitosis_n_objects	cell_health_median_target_cc_s_intensity_nucleus_area_mean	cell_health_median_target_cc_all_n_objects	cell_health_median_target_cc_cc_g2	cell_health_median_target_vb_percent_early_apoptosis	cell_health_median_target_cc_cc_n_spots_h2ax_mean	cell_health_median_target_cc_s_high_h2ax	cell_health_median_target_cc_late_mitosis_n_spots_h2ax_per_nucleus_area_mean	cell_health_median_target_vb_ros_back_mean	cell_health_median_target_cc_polyploid_n_objects	cell_health_median_target_cc_cc_n_objects	cell_health_median_target_vb_percent_late_apoptosis	cell_health_median_target_cc_g2_n_objects	cell_health_median_target_vb_live_cell_width_length	cell_health_median_target_cc_cc_high_h2ax	cell_health_median_target_cc_polyploid_high_h2ax	cell_health_median_target_cc_mitosis_n_spots_h2ax_mean	cell_health_median_target_cc_g2_high_h2ax	cell_health_median_target_cc_s_intensity_nucleus_area_sum	cell_health_median_target_cc_s_n_objects	cell_health_median_target_cc_s_n_spots_h2ax_mean	cell_health_median_target_cc_all_high_h2ax	cell_health_median_target_cc_late_mitosis_high_h2ax	cell_health_median_target_cc_early_mitosis_high_h2ax	cell_health_median_target_vb_percent_dead	cell_health_median_target_cc_polynuclear_n_objects	cell_health_median_target_vb_percent_caspase_dead_only	cell_health_median_target_cc_g2_plus_all_m_count	cell_health_median_target_cc_g1_n_spots_h2ax_mean	cell_health_median_target_cc_mitosis_n_objects	cell_health_median_target_cc_cc_late_mitosis	cell_health_median_target_cc_g2_g1_count	cell_health_median_target_vb_percent_live	cell_health_median_target_cc_g2_n_spots_h2ax_per_nucleus_area_mean	cell_health_median_target_vb_infection_percentage	cell_health_median_target_cc_cc_early_mitosis	cell_health_median_target_vb_percent_dead_only	cell_health_median_target_vb_live_cell_area	cell_health_median_target_cc_infection_percentage	cell_health_median_target_cc_polynuclear_n_spots_h2ax_mean	cell_health_median_target_cc_all_nucleus_area_mean	cell_health_median_target_cc_all_n_spots_h2ax_per_nucleus_area_mean	cell_health_median_target_cc_all_n_spots_h2ax_mean	cell_health_median_target_cc_cc_mitosis	cell_health_median_target_vb_percent_all_apoptosis	cell_health_median_target_cc_g1_n_objects	cell_health_median_target_cc_all_large_round_polyploid_mean	cell_health_median_target_cc_cc_n_spots_h2ax_per_nucleus_area_mean	cell_health_median_target_cc_all_large_notround_polynuclear_mean	cell_health_median_target_cc_g2_n_spots_h2ax_mean	cell_health_median_target_cc_polyploid_n_spots_h2ax_mean	cell_health_median_target_cc_g1_plus_g2_count	cell_health_median_target_cc_g1_high_h2ax	cell_health_median_target_vb_ros_mean	cell_health_median_target_cc_late_mitosis_n_spots_h2ax_mean	cell_health_median_target_cc_polynuclear_n_spots_h2ax_per_nucleus_area_mean	cell_health_median_target_cc_cc_g1	cell_health_median_target_cc_all_nucleus_roundness_mean	cell_health_median_target_cc_s_n_spots_h2ax_per_nucleus_area_mean	cell_health_median_target_vb_num_live_cells	cell_health_median_target_cc_early_mitosis_n_spots_h2ax_mean
Cytoplasm_Intensity_LowerQuartileIntensity_RNA	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	1.2315299250066961e-05	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.01118255424248934	-0.004272071683573523	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0
Cytoplasm_Intensity_MADIntensity_AGP	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0020868771299051457	0.04401674380490858	0.0	-0.0	-0.0	-0.0	0.008485968161722202	-0.0	-0.0	0.00402433614658869	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0016693089287741895	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0036216380866284995	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.018780836283547216	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0
Cytoplasm_Intensity_MADIntensity_DNA	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.021944875237266043	0.0	0.0	-0.0	-0.0	0.0	-0.017356835027795954	-0.0	-0.0210819104480191	0.03968987569461482	-0.0013788012983341725	-0.0	0.0	-0.0	-0.0013788012983341725	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.02563851300866154	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0
Cytoplasm_Intensity_MADIntensity_ER	0.02826362122730278	-0.0	-0.0	-0.0	-0.02569737993117544	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.003971724226364148	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.026119142626694215	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0006537457068408547	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.009559934167447152	-0.0	-0.028991731664484453	-0.0	-0.0	-0.0	-0.015347768542284366	0.0	-0.0	0.006236625327927435	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0
Cytoplasm_Intensity_MADIntensity_Mito	0.010622668684944265	-0.017214128233315276	-0.0	-0.022845466404709615	-0.04679518430613914	0.0	-0.002128616742003608	-0.0	-0.0	-0.032894945086566416	0.0	0.0	0.0	0.0	-0.0	-0.09803718016161714	-0.0	0.0	-0.009503076922793032	0.0	0.0	-0.0	0.0	0.0	-0.04570535551195447	-0.021428393378563757	-0.0	0.014559550069634886	0.004240802223658365	-0.08663572066556934	-0.023261907695053725	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.032833812867295246	-0.012083972204456844	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.10715579747708803	-0.07953308456015835	-0.05132650306821775	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.02296945804934027	-0.0	0.0	0.0	-0.008925111239664305	-0.0	-0.0	-0.0	-0.018091768963998035	-0.0	-0.0
Cytoplasm_Intensity_MADIntensity_RNA	-0.0	-0.0	0.0	-0.0	-0.0	0.006883269464660723	-0.00798912985218805	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.007275327666704551	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.004443775607305734	-0.0	0.0	0.0	-0.0	-0.007171469126872263	-0.0	-0.0	0.0	0.006858363936217848	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0181756208560271	-0.0	-0.0	-0.0	-0.0	-0.0	0.07859771879672807	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0484047967982829	-0.0	-0.0	-0.010790592795475626	-0.0
Cytoplasm_Intensity_MassDisplacement_DNA	0.0	-0.01883540567254767	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.014218378491613686	-0.0	0.0	-0.034306250018669805	-0.0	-0.0	-0.03180289140746352	0.0	0.009260935040324157	0.016744119864465393	0.0	0.0	-0.06495226666675126	-0.0	0.0	-0.0	0.0	0.006519390017557174	-0.012542283923341932	-0.007892341287472075	0.0	-0.0	0.0	0.05217048178212318	0.0	-0.0	-0.0038298785061390748	0.0	-0.0	-0.0	-0.0	-0.0038915153023619067	-0.0	0.0022186276664753726	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.03476659605314611	0.002401725088420915	-0.0	-0.04575336820985216	0.054916836095212404	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.007902477460160465	0.039749866660602706	-0.0
Cytoplasm_Intensity_MaxIntensityEdge_AGP	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0035315663038191568	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.016230946082197682	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.01107432703958477	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0
Cytoplasm_Intensity_MaxIntensityEdge_DNA	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.010954676895770612	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.006547281595699705	-0.0	-0.0	0.0
Cytoplasm_Intensity_MaxIntensityEdge_ER	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.00026212946602788175	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0
Cytoplasm_Intensity_MaxIntensity_AGP	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.02165430055118331	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
Cytoplasm_Intensity_MaxIntensity_DNA	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.02333519341035319	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.005507860155346271	-0.0	-0.0	0.0
Cytoplasm_Intensity_MaxIntensity_ER	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.016061160444928953	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.01320869932609523	-0.0	0.0	-0.0
Cytoplasm_Intensity_MeanIntensityEdge_AGP	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.007489541789082802	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0
Cytoplasm_Intensity_MeanIntensityEdge_DNA	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0
Cytoplasm_Intensity_MeanIntensityEdge_ER	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
Cytoplasm_Intensity_MeanIntensityEdge_Mito	0.0084673040721258	0.0	-0.0	-0.0	-0.0	-0.0	-0.0016827469792075002	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0
Cytoplasm_Intensity_MeanIntensityEdge_RNA	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0006473491817798674	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.003141167763107501	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0
Cytoplasm_Intensity_MeanIntensity_AGP	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.02044281486757943	-0.0	0.0	0.00020586657885905755	-0.0
Cytoplasm_Intensity_MeanIntensity_DNA	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0
Cytoplasm_Intensity_MeanIntensity_ER	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
Cytoplasm_Intensity_MeanIntensity_Mito	0.00469639507828983	0.0	-0.0	-0.0	-0.0	-0.0	-0.0070358539779599456	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.07692509453787329	-0.0	0.0	-0.0
Cytoplasm_Intensity_MeanIntensity_RNA	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0006364899057459846	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0
Cytoplasm_Intensity_MedianIntensity_AGP	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.010828893747541419	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.006134786937860286	-0.0	0.0	0.0	-0.0
Cytoplasm_Intensity_MedianIntensity_DNA	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0033558999773496286	0.0	-0.0	0.0	-0.0
Cytoplasm_Intensity_MedianIntensity_ER	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
Cytoplasm_Intensity_MedianIntensity_Mito	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.002686794023063359	0.0	0.0	-0.0	-0.0	-0.0	0.004974784144277924	-0.0	0.004869422763852926	0.0	0.0	0.0	-0.0	-0.0	-0.00738321685767298	-0.0	0.01913744424691752	0.008354161829198816	-0.002585121370950301	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.018420743422589186	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.004751088847214526	0.0	0.0	0.010233108593180258	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0
Cytoplasm_Intensity_MedianIntensity_RNA	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0
Cytoplasm_Intensity_MinIntensityEdge_AGP	-0.0	0.0	-0.0	-0.0	-0.0	-0.0022767028040759914	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0
Cytoplasm_Intensity_MinIntensityEdge_DNA	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.00652168223405304	0.0	0.0	-0.020710205728003837	0.0	-0.0	0.0	-0.0	0.006914856678139637	-0.0	-0.0	-0.0	-0.0	0.005311635735001183	0.0	0.0	0.0	-0.0
Cytoplasm_Intensity_MinIntensityEdge_Mito	0.006714870254612772	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.005778067149834567	-0.0	0.0	0.0	0.0	0.0038230879257139467	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0018396226691800009	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.00476726705372122	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.000873676151566856	-0.0	-0.0	0.0	0.0	-0.0	0.004428481798397333	-0.0
Cytoplasm_Intensity_MinIntensityEdge_RNA	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.00416428735547471	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
Cytoplasm_Intensity_MinIntensity_AGP	-0.0	0.0	-0.0	-0.0	-0.0	-0.003206888053636009	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0
