features	cell_health_median_target_vb_infection_percentage	cell_health_median_target_vb_ros_mean	cell_health_median_target_vb_live_cell_area	cell_health_median_target_cc_s_intensity_nucleus_area_mean	cell_health_median_target_cc_g1_n_spots_h2ax_per_nucleus_area_mean	cell_health_median_target_cc_late_mitosis_n_spots_h2ax_per_nucleus_area_mean	cell_health_median_target_cc_cc_mitosis	cell_health_median_target_cc_polynuclear_high_h2ax	cell_health_median_target_cc_cc_n_spots_h2ax_per_nucleus_area_mean	cell_health_median_target_cc_polynuclear_n_objects	cell_health_median_target_cc_g2_n_spots_h2ax_per_nucleus_area_mean	cell_health_median_target_cc_s_n_spots_h2ax_mean	cell_health_median_target_vb_percent_live	cell_health_median_target_cc_g2_g1_count	cell_health_median_target_cc_polyploid_n_spots_h2ax_per_nucleus_area_mean	cell_health_median_target_cc_all_nucleus_roundness_mean	cell_health_median_target_cc_s_intensity_nucleus_area_sum	cell_health_median_target_vb_live_cell_width_length	cell_health_median_target_vb_percent_late_apoptosis	cell_health_median_target_cc_early_mitosis_high_h2ax	cell_health_median_target_cc_infection_percentage	cell_health_median_target_cc_early_mitosis_n_objects	cell_health_median_target_cc_cc_n_spots_h2ax_mean	cell_health_median_target_vb_num_live_cells	cell_health_median_target_cc_g2_n_spots_h2ax_mean	cell_health_median_target_cc_early_mitosis_n_spots_h2ax_per_nucleus_area_mean	cell_health_median_target_cc_polynuclear_n_spots_h2ax_per_nucleus_area_mean	cell_health_median_target_vb_percent_dead_only	cell_health_median_target_cc_mitosis_n_objects	cell_health_median_target_cc_mitosis_high_h2ax	cell_health_median_target_cc_all_nucleus_area_mean	cell_health_median_target_cc_cc_late_mitosis	cell_health_median_target_cc_polyploid_n_spots_h2ax_mean	cell_health_median_target_cc_cc_n_objects	cell_health_median_target_cc_cc_high_h2ax	cell_health_median_target_cc_polynuclear_n_spots_h2ax_mean	cell_health_median_target_cc_cc_g2	cell_health_median_target_vb_percent_early_apoptosis	cell_health_median_target_cc_mitosis_n_spots_h2ax_mean	cell_health_median_target_vb_percent_all_apoptosis	cell_health_median_target_cc_all_large_round_polyploid_mean	cell_health_median_target_cc_all_large_notround_polynuclear_mean	cell_health_median_target_vb_percent_caspase_dead_only	cell_health_median_target_cc_s_n_objects	cell_health_median_target_cc_polyploid_n_objects	cell_health_median_target_cc_all_n_objects	cell_health_median_target_vb_live_cell_roundness	cell_health_median_target_cc_cc_early_mitosis	cell_health_median_target_cc_all_high_h2ax	cell_health_median_target_cc_s_high_h2ax	cell_health_median_target_cc_polyploid_high_h2ax	cell_health_median_target_cc_g1_plus_g2_count	cell_health_median_target_cc_all_n_spots_h2ax_mean	cell_health_median_target_cc_g2_n_objects	cell_health_median_target_cc_g2_high_h2ax	cell_health_median_target_cc_cc_s	cell_health_median_target_cc_g1_n_objects	cell_health_median_target_vb_ros_back_mean	cell_health_median_target_cc_late_mitosis_n_spots_h2ax_mean	cell_health_median_target_cc_g1_high_h2ax	cell_health_median_target_vb_percent_dead	cell_health_median_target_cc_late_mitosis_n_objects	cell_health_median_target_cc_g1_n_spots_h2ax_mean	cell_health_median_target_cc_late_mitosis_high_h2ax	cell_health_median_target_cc_mitosis_n_spots_h2ax_per_nucleus_area_mean	cell_health_median_target_cc_g2_plus_all_m_count	cell_health_median_target_cc_early_mitosis_n_spots_h2ax_mean	cell_health_median_target_cc_cc_g1	cell_health_median_target_cc_all_n_spots_h2ax_per_nucleus_area_mean	cell_health_median_target_cc_s_n_spots_h2ax_per_nucleus_area_mean
Cytoplasm_Intensity_MADIntensity_RNA	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.010380711775292435	0.0	0.0	-0.0	0.0	-0.011124677898563893	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0
Cytoplasm_Intensity_MassDisplacement_DNA	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0027857811731645432	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.006377679250200563	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.00743901691179946	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0
Cytoplasm_Intensity_MaxIntensityEdge_AGP	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.012414871139549581	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0017661062477747926	-0.0	-0.0	0.0	0.010499010047668728	-0.011082682027329807	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0010196711918580095	-0.0	0.0	-0.0	-0.0	-0.0	0.0018153855306755273	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.04574862540317332	0.0
Cytoplasm_Intensity_MaxIntensityEdge_DNA	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.010078125707579438	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.007576494942414567	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
Cytoplasm_Intensity_MaxIntensityEdge_ER	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.019953605666542258	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.008162681313878197	0.015890595872405128	-0.0
Cytoplasm_Intensity_MaxIntensity_AGP	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.02583297055722183	0.0	-0.0	-0.01807925693802107	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.004976524850606989	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0
Cytoplasm_Intensity_MaxIntensity_DNA	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.019482850377047653	-0.0	-0.0	-0.0	-0.0	0.009782276059187734	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.015384535560970199	0.0
Cytoplasm_Intensity_MaxIntensity_ER	0.0	0.0	0.03707211379540343	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.07018268634347515	-0.0	0.004639699850093398	0.0	-0.0	-0.0	0.0	-0.020264607857242673	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.015989852575283167	0.0	0.014665179255315422	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0
Cytoplasm_Intensity_MeanIntensityEdge_AGP	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.007997354877051938	-0.0	0.0	0.0	-0.008341001360132987	0.0	-0.003845219612847314	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0033531567842206363	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0019113298497260515	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
Cytoplasm_Intensity_MeanIntensityEdge_DNA	0.0	0.0	-0.0	0.011833838867900895	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.00802944504418762	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0317825751903393	-0.0	-0.0	-0.0	-0.0	-0.0	-0.003170571671288814	-0.0	-0.0
Cytoplasm_Intensity_MeanIntensityEdge_ER	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.01371216877000735	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.004001361471900051	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.002113242960315529	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0
Cytoplasm_Intensity_MeanIntensityEdge_Mito	-0.00027021636085009534	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.004056147074779148	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0013518341749906523	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
Cytoplasm_Intensity_MeanIntensityEdge_RNA	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0034550584685387633	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.014826842009112736	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0
Cytoplasm_Intensity_MeanIntensity_AGP	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.03433626591384297	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0008557251367686074	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.008320461647467685	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0
Cytoplasm_Intensity_MeanIntensity_DNA	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0008048409717846111	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0016665428742093052	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0
Cytoplasm_Intensity_MeanIntensity_ER	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.009811137599632076	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.000677974592643574	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0
Cytoplasm_Intensity_MeanIntensity_Mito	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.00010684687730408287	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.014512651901690416	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0
Cytoplasm_Intensity_MeanIntensity_RNA	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.002978720246406047	0.0	-0.0	0.0	-0.0	-0.0	-0.005088501240809466	0.0
Cytoplasm_Intensity_MedianIntensity_AGP	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.06812002219382501	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.008284507421631561	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0
Cytoplasm_Intensity_MedianIntensity_DNA	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.026812064488379347	-0.0	0.0	-0.0022472934205296138	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0077847138704529514	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.07522601819057718	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.05577449766571565	0.0	-0.0	-0.003117711980551944	-0.0	0.0	-0.002769707973397055	-0.0	0.0	-0.0	-0.0	-0.0	-0.01085435067477538	-0.0	-0.0
Cytoplasm_Intensity_MedianIntensity_ER	0.0	-0.0	-0.0	0.0	-0.01557858481477612	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.009852670536317974	0.0	-0.0	0.0	0.01933877923162729	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0007033936025075024	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0038119332298953124	-0.0	-0.0	-0.0	0.0	-0.005137602667419076	0.0	-0.0
Cytoplasm_Intensity_MedianIntensity_Mito	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.011223529001087553	-0.0	-0.0	-0.02184149566551429	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0075254174859186295	0.0
Cytoplasm_Intensity_MedianIntensity_RNA	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.004766473821933042	-0.021249474229981274	-0.0
Cytoplasm_Intensity_MinIntensityEdge_AGP	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.012415691467216076	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0
Cytoplasm_Intensity_MinIntensityEdge_DNA	0.0	-0.0	0.0	0.004815537901918366	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.005213853097581389	-0.0	-0.0	-0.0	-0.0	-0.0	0.0004976627546556238	-0.0	0.0	0.0	-0.0	0.00990008370272752	-0.0	-0.0069176067392702385	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.004689087181517574	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0
Cytoplasm_Intensity_MinIntensityEdge_Mito	-0.0	0.0	-0.0	0.0	0.0	0.020428883502524146	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.017698950327020454	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.04070918023066124	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0053172446080131264	0.005722345385292534	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0
Cytoplasm_Intensity_MinIntensityEdge_RNA	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0007260789669041863	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.01498515694220689	-0.0	-0.0	-0.0	0.0	-0.0	-0.012203916183507184	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.005474098286862552	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.016968085161401206	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0
Cytoplasm_Intensity_MinIntensity_AGP	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0028982226282964862	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.007174854059760148	0.0	0.0
Cytoplasm_Intensity_MinIntensity_DNA	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0
Cytoplasm_Intensity_MinIntensity_Mito	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.005703898493181774	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.023429509458541022	-0.0
Cytoplasm_Intensity_MinIntensity_RNA	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0026551808699599878	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
Cytoplasm_Intensity_StdIntensityEdge_AGP	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.020649324715677563	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.007483378790747475	-0.0	0.0
Cytoplasm_Intensity_StdIntensityEdge_DNA	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.03174069534442002	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.01738938278236631	-0.0	-0.0	0.0	-0.009863549522216427	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0
