pert_id	pert_iname	pert_type	moa
BRD-K57764956	cariprazine	trt_cp	Dopamine receptor antagonist
BRD-A58955223	sulforaphane	trt_cp	Anticancer agent|Aryl hydrocarbon receptor antagonist
BRD-K37764012	pf-03758309	trt_cp	NA
BRD-K38287497	narlaprevir	trt_cp	HCV inhibitor
BRD-K59325863	delanzomib	trt_cp	Proteasome inhibitor
BRD-K37714784	abt-724	trt_cp	NA
BRD-K61036791	rucinol	trt_cp	Tyrosinase inhibitor
BRD-A38350138	ketoconazole	trt_cp	Sterol demethylase inhibitor
BRD-K37687095	AZD-8330	trt_cp	MEK inhibitor
BRD-K38197229	bumetanide	trt_cp	Solute carrier family member inhibitor
BRD-A39390670	rabeprazole	trt_cp	ATPase inhibitor|Gastrin inhibitor
BRD-K39503511	quiflapon	trt_cp	Leukotriene inhibitor
BRD-K37694030	doxepin	trt_cp	Histamine receptor antagonist
BRD-A38218502	metenkephalin	trt_cp	Immunostimulant
BRD-A39415247	norethisterone	trt_cp	Progesterone receptor agonist
BRD-A39935389	teroxirone	trt_cp	DNA inhibitor
BRD-K40797222	sc-12267	trt_cp	NA
BRD-K41160163	fenobam	trt_cp	Glutamate receptor antagonist
BRD-K41708980	triamcinolone-acetonide	trt_cp	Immunosuppressant|Corticosteroid agonist|Glucocorticoid receptor agonist
BRD-K41170226	deoxycholic-acid	trt_cp	G protein coupled receptor agonist|Unidentified pharmacological activity|Biliverdin reductase A activator|G protein-coupled receptor agonist
BRD-K40870905	ct-7758	trt_cp	NA
BRD-K41599323	lonafarnib	trt_cp	Farnesyltransferase inhibitor
BRD-K41731458	triclosan	trt_cp	Enoyl-[acyl-carrier-protein] reductase [NADH] inhibitor
BRD-A55579717	cytisine	trt_cp	Acetylcholine receptor agonist
BRD-K55781385	bms-927711	trt_cp	NA
BRD-A55913614	primaquine	trt_cp	Antimalarial agent|DNA inhibitor
BRD-K55748775	SCH-28080	trt_cp	ATPase inhibitor
BRD-K55847762	lobenzarit	trt_cp	Immunosuppressant
BRD-K55930204	phenytoin	trt_cp	Hydantoin antiepileptic
BRD-K56104152	oxiconazole	trt_cp	Bacterial cell wall synthesis inhibitor
BRD-K56291712	voxtalisib	trt_cp	MTOR inhibitor|PI3K inhibitor
BRD-K56334280	amonafide	trt_cp	Topoisomerase inhibitor
BRD-K56195681	losmapimod	trt_cp	P38 MAPK inhibitor
BRD-K56301217	ABT-737	trt_cp	BCL inhibitor
BRD-K56343971	vemurafenib	trt_cp	RAF inhibitor
BRD-K56405753	mk-2461	trt_cp	NA
BRD-K56800335	guanabenz	trt_cp	Adrenergic receptor agonist
BRD-K56844688	epirubicin	trt_cp	Topoisomerase inhibitor
BRD-K56957086	dacinostat	trt_cp	HDAC inhibitor
BRD-K57080016	selumetinib	trt_cp	MEK inhibitor
BRD-K56810756	fomepizole	trt_cp	Alcohol dehydrogenase inhibitor
BRD-K57041787	dabigatran-etexilate	trt_cp	Thrombin inhibitor|Serine protease inhibitor
BRD-K57169635	dacomitinib	trt_cp	EGFR inhibitor
BRD-K57432881	tiapride	trt_cp	Dopamine receptor antagonist
BRD-K57569181	pentoxifylline	trt_cp	Phosphodiesterase inhibitor
BRD-A58048407	nimodipine	trt_cp	Calcium channel blocker
BRD-K57545991	enalapril	trt_cp	Angiotensin converting enzyme inhibitor
BRD-K57631554	aminolevulinic-acid	trt_cp	Oxidative stress inducer
BRD-K58010567	vilazodone	trt_cp	Serotonin reuptake inhibitor
BRD-K58114536	rasagiline	trt_cp	Monoamine oxidase inhibitor
BRD-K77987382	mebendazole	trt_cp	Tubulin inhibitor
BRD-K58626373	dexfenfluramine	trt_cp	Serotonin receptor agonist
BRD-K58951486	rocuronium	trt_cp	Acetylcholine receptor antagonist
BRD-K59013864	am-24	trt_cp	NA
BRD-A58564983	selamectin	trt_cp	Nematocide
BRD-K58736316	cianidanol	trt_cp	Fatty acid synthase inhibitor
BRD-K59037100	oxybenzone	trt_cp	Lipase inhibitor
BRD-K59273480	propentofylline	trt_cp	Adenosine reuptake inhibitor|Phosphodiesterase inhibitor
BRD-K59332007	linopirdine	trt_cp	Potassium channel blocker
BRD-K59433843	ici-192605	trt_cp	NA
BRD-K59317601	mln0128	trt_cp	MTOR inhibitor
BRD-K59331299	voglibose	trt_cp	Glucosidase inhibitor
BRD-K59369769	tozasertib	trt_cp	Aurora kinase inhibitor|Bcr-Abl kinase inhibitor|FLT3 inhibitor|JAK inhibitor
BRD-K59436580	tedizolid	trt_cp	Bacterial 50S ribosomal subunit inhibitor
BRD-K59632282	quinidine	trt_cp	Sodium channel blocker
BRD-K59875992	fpl-62064	trt_cp	NA
BRD-A51078674	diclofensine	trt_cp	Dopamine reuptake inhibitor
BRD-K60237333	niacin	trt_cp	NAD precursor with lipid lowering effects|Vitamin B
BRD-K59715032	pasireotide	trt_cp	Somatostatin receptor agonist
BRD-K59929863	cb-10-277-(free-acid)	trt_cp	NA
BRD-K60160658	tiagabine	trt_cp	GABA uptake inhibitor
BRD-K60240222	carglumic-acid	trt_cp	Carbamoyl phosphate synthase activator
BRD-K61195623	combretastatin-a-4	trt_cp	NA
BRD-K61250553	loperamide	trt_cp	Opioid receptor agonist
BRD-K61452026	emtricitabine	trt_cp	Nucleoside reverse transcriptase inhibitor
BRD-A61154809	gliclazide	trt_cp	ATP channel blocker|Insulin secretagogue
BRD-A61221616	medroxyprogesterone-acetate	trt_cp	Progesterone receptor agonist
BRD-K61397605	romidepsin	trt_cp	HDAC inhibitor
BRD-K61567297	resatorvid	trt_cp	Toll-like receptor antagonist
BRD-K81672972	dinoprost	trt_cp	Prostacyclin analog
BRD-K51143828	lurasidone	trt_cp	Dopamine receptor antagonist|Serotonin receptor antagonist
BRD-K51313569	palbociclib	trt_cp	CDK inhibitor
BRD-K51087630	tirasemtiv	trt_cp	Troponin activator
BRD-K51263939	sarcosine	trt_cp	GlyT-1 inhibitor
BRD-K51324732	meglitinide	trt_cp	Potassium channel blocker
BRD-K51544265	cabozantinib	trt_cp	RET tyrosine kinase inhibitor|VEGFR inhibitor
BRD-K51677086	erythromycin	trt_cp	NFkB pathway inhibitor
BRD-K51747290	hydroxyurea	trt_cp	Ribonucleoside reductase inhibitor
BRD-K51662849	ilomastat	trt_cp	Matrix metalloprotease inhibitor
BRD-A51714012	venlafaxine	trt_cp	Serotonin reuptake inhibitor|Adrenergic inhibitor|Norepinephrine reuptake inhibitor
BRD-A51820102	econazole	trt_cp	Lanosterol demethylase inhibitor|Sterol demethylase inhibitor|Bacterial cell wall synthesis inhibitor
BRD-K51967704	BIIB021	trt_cp	NA
BRD-K52233191	r547	trt_cp	CDK inhibitor
BRD-K52313696	tacedinaline	trt_cp	HDAC inhibitor
BRD-A52660433	tetrindole	trt_cp	Monoamine oxidase inhibitor
BRD-K52751261	TAK-715	trt_cp	P38 MAPK inhibitor
BRD-A52252998	clindamycin	trt_cp	Protein synthesis inhibitor
BRD-K52662033	lidocaine	trt_cp	Histamine receptor agonist
BRD-K52818472	ivacaftor	trt_cp	CFTR channel potentiator
BRD-K53061490	ozagrel	trt_cp	Thromboxane synthase inhibitor
BRD-K53318339	vinpocetine	trt_cp	Phosphodiesterase inhibitor|Sodium channel blocker
BRD-A53566267	anecortave-acetate	trt_cp	Corticosteroid agonist|Angiogenesis inhibitor
BRD-A53176877	methylprednisolone	trt_cp	Glucocorticoid receptor agonist
BRD-K53414658	tivozanib	trt_cp	VEGFR inhibitor
BRD-K53517854	fluvoxamine	trt_cp	Selective serotonin reuptake inhibitor (SSRI)
BRD-A53576514	orphenadrine	trt_cp	Acetylcholine receptor antagonist
BRD-K53814070	ripasudil	trt_cp	Rho associated kinase inhibitor
BRD-K53963539	vortioxetine	trt_cp	Serotonin receptor agonist|Serotonin receptor antagonist
BRD-K54006094	formoterol	trt_cp	Adrenergic receptor agonist
BRD-K54256913	MK-1775	trt_cp	WEE1 kinase inhibitor
BRD-K53857191	risperidone	trt_cp	Dopamine receptor antagonist|Serotonin receptor antagonist
BRD-K53979406	ALX-5407	trt_cp	Glycine transporter inhibitor
BRD-K54416256	methimazole	trt_cp	Antithyroid agent
BRD-K54770957	etoricoxib	trt_cp	Cyclooxygenase inhibitor
BRD-K55013654	lorcaserin	trt_cp	Serotonin receptor agonist
BRD-K55127134	fluphenazine	trt_cp	Dopamine receptor antagonist
BRD-K54847683	equol	trt_cp	Estrogen receptor agonist
BRD-K54936858	dmp-777	trt_cp	NA
BRD-K55026842	azacitidine	trt_cp	DNA methyltransferase inhibitor
BRD-K55191674	benzylpenicillin	trt_cp	Penicillin binding protein inhibitor
BRD-K85140930	aphidicolin	trt_cp	RNA synthesis inhibitor
BRD-A77216878	manumycin-a	trt_cp	Farnesyltransferase inhibitor|NFkB pathway inhibitor
BRD-K36324071	NF-449	trt_cp	Purinergic receptor antagonist
BRD-A58280226	Y-27632	trt_cp	Rho associated kinase inhibitor
BRD-A69951442	dexamethasone	trt_cp	Glucocorticoid receptor agonist
BRD-A43331270	niguldipine	trt_cp	Adrenergic receptor antagonist|Calcium channel blocker
BRD-K07572174	curcumin	trt_cp	Cyclooxygenase inhibitor|Histone acetyltransferase inhibitor|Lipoxygenase inhibitor|NFkB pathway inhibitor
BRD-K41895714	AS-605240	trt_cp	PI3K inhibitor
BRD-K53417444	ots167	trt_cp	Maternal embryonic leucine zipper kinase inhibitor
BRD-A54880345	etomidate	trt_cp	GABA receptor modulator
BRD-K23875128	RHO-kinase-inhibitor-III[rockout]	trt_cp	Rho associated kinase inhibitor
BRD-K52618540	inositol	trt_cp	Insulin sensitizer
BRD-K54028654	trehalose	trt_cp	Pharmacological chaperone
BRD-K86301799	dipyridamole	trt_cp	Phosphodiesterase inhibitor
BRD-K64990520	apocynin	trt_cp	NADPH oxidase inhibitor
BRD-K50163129	acrivastine	trt_cp	Histamine receptor antagonist
BRD-A50764878	MDL-73005EF	trt_cp	Serotonin receptor antagonist
BRD-K50938287	sumatriptan	trt_cp	Serotonin receptor agonist
BRD-K50168500	canertinib	trt_cp	EGFR inhibitor
BRD-K50859149	sulfafurazole	trt_cp	Bacterial antifolate
BRD-A50998626	palomid-529	trt_cp	AKT inhibitor|MTOR inhibitor|Fibroblast growth factor inhibitor|VEGFR inhibitor
BRD-K44771174	ibutamoren	trt_cp	Growth hormone secretagogue receptor agonist
BRD-K45542189	diethylcarbamazine	trt_cp	Lipoxygenase inhibitor
BRD-A47598013	citalopram	trt_cp	Serotonin reuptake inhibitor
BRD-K44827188	vismodegib	trt_cp	Hedgehog pathway inhibitor|Smoothened receptor antagonist
BRD-K46386702	arry-334543	trt_cp	NA
BRD-A48430263	pioglitazone	trt_cp	PPAR receptor agonist|Insulin sensitizer
BRD-K49111258	prazosin	trt_cp	Adrenergic receptor antagonist
BRD-A50311610	meclozine	trt_cp	CAR agonist
BRD-K62387885	basimglurant	trt_cp	Glutamate receptor antagonist
BRD-K62398570	lerisetron	trt_cp	Serotonin receptor antagonist
BRD-A62879835	rifaximin	trt_cp	RNA synthesis inhibitor
BRD-K62363391	dapsone	trt_cp	Bacterial antifolate
BRD-K62858456	lomerizine	trt_cp	Calcium channel blocker
BRD-K62965247	tipifarnib-P2	trt_cp	Farnesyltransferase inhibitor
BRD-K62391742	gdc-0199	trt_cp	NA
BRD-K63550407	erythromycin	trt_cp	NFkB pathway inhibitor
BRD-K63675182	triflupromazine	trt_cp	Dopamine receptor antagonist
BRD-K62996583	lidoflazine	trt_cp	Calcium channel blocker
BRD-K63630713	etacrynic-acid	trt_cp	Sodium/potassium/chloride transporter inhibitor
BRD-A63675168	brivudine	trt_cp	DNA directed DNA polymerase inhibitor
BRD-A64553394	dpi-201106	trt_cp	NA
BRD-A64485570	trifluridine	trt_cp	DNA directed DNA polymerase inhibitor|Thymidylate synthase inhibitor
BRD-K64538373	ro-4987655	trt_cp	NA
BRD-A64977602	mirtazapine	trt_cp	Adrenergic receptor antagonist|Serotonin receptor antagonist
BRD-A65013509	oxybutynin	trt_cp	Acetylcholine receptor antagonist
BRD-K64504314	dienogest	trt_cp	Progesterone receptor agonist
BRD-K64931368	aminocaproic-acid	trt_cp	Plasminogen activator inhibitor
BRD-A66155091	trilostane	trt_cp	3beta-hydroxy-delta5-steroid dehydrogenase inhibitor
BRD-K65991129	sb-705498	trt_cp	NA
BRD-K66937583	lodoxamide	trt_cp	Histamine receptor antagonist
BRD-K67043667	altretamine	trt_cp	DNA synthesis inhibitor
BRD-K65992024	pirenoxine	trt_cp	AGE inhibitor
BRD-K66035042	sorbitol	trt_cp	Mucolytic agent
BRD-K67017579	cilostazol	trt_cp	Phosphodiesterase inhibitor
BRD-K67068943	ore1001	trt_cp	Angiotensin converting enzyme inhibitor
BRD-K67525671	zk-200775	trt_cp	NA
BRD-K67680372	CI-966	trt_cp	GAT inhibitor
BRD-A61793559	metolazone	trt_cp	Carbonic anhydrase inhibitor
BRD-K62737565	gabapentin	trt_cp	Calcium channel blocker
BRD-A67616246	levomequitazine	trt_cp	Histamine receptor antagonist
BRD-K67783091	haloperidol	trt_cp	Dopamine receptor antagonist
BRD-K61988078	moxidectin	trt_cp	Chloride channel antagonist
BRD-A63236097	andrographolide	trt_cp	Tumor necrosis factor production inhibitor
BRD-K64874225	nsc-4644	trt_cp	NA
BRD-K67080878	milrinone	trt_cp	Phosphodiesterase inhibitor
BRD-A61767428	ursolic-acid	trt_cp	11-beta hydroxysteroid dehydrogenase inhibitor|Acetylcholinesterase inhibitor|Caspase inhibitor|HIV protease inhibitor|Lipid peroxidase inhibitor|Quorum sensing signaling modulator|Steryl sulfatase inhibitor|Tyrosine phosphatase inhibitor|ATPase inhibitor|NFkB pathway inhibitor|STAT inhibitor
BRD-K63861289	molsidomine	trt_cp	Guanylyl cyclase activator
BRD-A65280694	molindone	trt_cp	Dopamine receptor antagonist
BRD-K61693562	pyrazinoylguanidine	trt_cp	Diuretic
BRD-K61691541	pf-03084014	trt_cp	NA
BRD-A62035778	scopolamine	trt_cp	Acetylcholine receptor antagonist
BRD-K62196610	avn-944	trt_cp	NA
BRD-K62277907	pym50028	trt_cp	Neurotrophic agent
BRD-A62071884	siguazodan	trt_cp	Phosphodiesterase inhibitor
BRD-K62200014	anagrelide	trt_cp	Phosphodiesterase inhibitor
BRD-K62310379	fluticasone	trt_cp	Glucocorticoid receptor agonist
BRD-A62525898	prednisone	trt_cp	Glucocorticoid receptor agonist
BRD-K62627508	rg-7388	trt_cp	NA
BRD-K62685538	triptorelin	trt_cp	Gonadotropin releasing factor hormone receptor agonist
BRD-K62562723	sr-2640	trt_cp	NA
BRD-K62676709	guanethidine	trt_cp	Adrenergic inhibitor
BRD-K62734952	arglabin	trt_cp	Farnesyltransferase inhibitor
BRD-K62762455	ru-58841	trt_cp	NA
BRD-K63126190	epinephrine	trt_cp	Adrenergic receptor agonist|Neurotransmitter
BRD-K63178091	telotristat	trt_cp	Serotonin receptor antagonist|Serotonin release inhibitor
BRD-A63310107	miglitol	trt_cp	Glucosidase inhibitor
BRD-K63430059	methoxsalen	trt_cp	DNA synthesis inhibitor
BRD-K63150726	JTE-907	trt_cp	Cannabinoid receptor inverse agonist
BRD-K63343048	orlistat	trt_cp	Lipase inhibitor
BRD-K63504947	semaxanib	trt_cp	VEGFR inhibitor
BRD-K63736853	acipimox	trt_cp	Cholesterol inhibitor
BRD-A63752151	fidarestat	trt_cp	Aldose reductase inhibitor
BRD-K64338723	milacemide	trt_cp	Monoamine oxidase inhibitor
BRD-K34328244	mf-101	trt_cp	NA
BRD-K63828191	raloxifene	trt_cp	Estrogen receptor antagonist|Selective estrogen receptor modulator (SERM)
BRD-K64052750	gefitinib	trt_cp	EGFR inhibitor
BRD-A64406146	timofibrate	trt_cp	Cholesterol inhibitor|Lipase clearing factor inhibitor
BRD-K64622987	torcetrapib	trt_cp	Cholesteryl ester transfer protein inhibitor
BRD-K64785675	TG100-115	trt_cp	NA
BRD-K64838454	dipraglurant	trt_cp	Glutamate receptor negative allosteric modulator
BRD-K64890080	BI-2536	trt_cp	PLK inhibitor
BRD-K64755930	etazolate	trt_cp	Phosphodiesterase inhibitor
BRD-K64800655	PHA-793887	trt_cp	CDK inhibitor
BRD-K64925568	amg-232	trt_cp	NA
BRD-K65170927	aprepitant	trt_cp	Tachykinin antagonist
BRD-K65678996	nefiracetam	trt_cp	Acetylcholine receptor agonist|GABA receptor agonist
BRD-K65820248	sdz-nkt-343	trt_cp	NA
BRD-A65248799	emd-53998	trt_cp	NA
BRD-K65428967	cordycepin	trt_cp	DNA inhibitor
BRD-K65781196	avanafil	trt_cp	Phosphodiesterase inhibitor
BRD-K65928735	azd1480	trt_cp	JAK inhibitor
BRD-K66175015	afatinib	trt_cp	EGFR inhibitor
BRD-K66412701	pazufloxacin	trt_cp	Topoisomerase inhibitor
BRD-K66538826	amuvatinib	trt_cp	FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAD51 inhibitor|RET tyrosine kinase inhibitor
BRD-K66876909	linezolid	trt_cp	Bacterial 50S ribosomal subunit inhibitor
BRD-K66404838	nalbuphine	trt_cp	Opioid receptor agonist|Opioid receptor antagonist
BRD-A66419424	mln9708	trt_cp	Proteasome inhibitor
BRD-K66615216	moxifloxacin	trt_cp	Bacterial DNA gyrase inhibitor
BRD-K66911501	mk-3207	trt_cp	NA
BRD-K67174965	acetylcysteine	trt_cp	Mucolytic agent
BRD-A67479912	progesterone	trt_cp	Progesterone receptor agonist
BRD-A67097164	ifosfamide	trt_cp	DNA alkylating agent
BRD-K67121414	apixaban	trt_cp	Coagulation factor inhibitor
BRD-K67277431	picotamide	trt_cp	Thromboxane receptor antagonist|Thromboxane synthase inhibitor
BRD-A67516570	lafutidine	trt_cp	Histamine receptor antagonist
BRD-A36057565	bruceantin	trt_cp	Protein synthesis inhibitor
BRD-K44844162	taselisib	trt_cp	PI3K inhibitor
BRD-K44876623	zolpidem	trt_cp	Benzodiazepine receptor agonist
BRD-K44974079	ticagrelor	trt_cp	Purinergic receptor antagonist
BRD-A44863528	proglumide	trt_cp	CCK receptor antagonist
BRD-K44942188	fomocaine	trt_cp	Voltage-gated sodium channel modulator
BRD-K45033733	famciclovir	trt_cp	DNA polymerase inhibitor
BRD-K45158365	valsartan	trt_cp	Angiotensin receptor antagonist
BRD-K45245728	ursodeoxycholyltaurine	trt_cp	Cholesterol inhibitor
BRD-K45330754	diethylstilbestrol	trt_cp	Estrogen receptor agonist
BRD-K45168550	sb-756050	trt_cp	NA
BRD-K45252063	clofibrate	trt_cp	PPAR receptor agonist
BRD-K45503887	delivert	trt_cp	Angiotensin receptor agonist
BRD-K45746021	cc-401	trt_cp	NA
BRD-K46133855	nxy-059	trt_cp	NA
BRD-K46290096	preladenant	trt_cp	Adenosine receptor antagonist
BRD-K46424862	hymecromone	trt_cp	Monoamine oxidase inhibitor
BRD-K46654563	zofenopril-calcium	trt_cp	Angiotensin converting enzyme inhibitor
BRD-A46179541	doxapram	trt_cp	Potassium channel blocker
BRD-K46604138	dapagliflozin	trt_cp	Sodium/glucose cotransporter inhibitor
BRD-K46692793	umeclidinium	trt_cp	Acetylcholine receptor antagonist
BRD-K47095176	talnetant	trt_cp	Tachykinin antagonist
BRD-K04887706	AKT-inhibitor-1-2	trt_cp	AKT inhibitor
BRD-K47642186	piclamilast	trt_cp	Phosphodiesterase inhibitor
BRD-A47364545	sk&f-10047-(+)	trt_cp	NA
BRD-K47554101	eperezolid	trt_cp	Bacterial 30S ribosomal subunit inhibitor
BRD-K47639036	flavoxate	trt_cp	Acetylcholine receptor antagonist
BRD-K47780086	penciclovir	trt_cp	DNA directed DNA polymerase inhibitor
BRD-K48195801	tecastemizole	trt_cp	Histamine receptor antagonist
BRD-A48237631	mitomycin-c	trt_cp	DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor
BRD-K48367671	febuxostat	trt_cp	Xanthine oxidase inhibitor
BRD-K48461310	fosfomycin	trt_cp	Bacterial cell wall synthesis inhibitor
BRD-K48213016	cc-930	trt_cp	NA
BRD-K48300629	zonisamide	trt_cp	Sodium channel blocker|T-type calcium channel blocker
BRD-A48570745	ivermectin	trt_cp	GABA receptor agonist
BRD-K48894757	laropiprant	trt_cp	Prostanoid receptor antagonist
BRD-K49215523	gsk2636771	trt_cp	PI3K inhibitor
BRD-K49350383	thioguanine	trt_cp	Purine antagonist
BRD-K49075727	nintedanib	trt_cp	FGFR inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
BRD-A49160188	donepezil	trt_cp	Acetylcholinesterase inhibitor
BRD-K49328571	dasatinib	trt_cp	KIT inhibitor|Src inhibitor|Bcr-Abl kinase inhibitor|Ephrin inhibitor|PDGFR tyrosine kinase receptor inhibitor|Tyrosine kinase inhibitor
BRD-A49399758	desmopressin-acetate	trt_cp	Vasopressin receptor agonist
BRD-A49622760	faropenem	trt_cp	Lactamase inhibitor
BRD-K49685476	TTNPB	trt_cp	Retinoid receptor agonist
BRD-K49807096	benazepril	trt_cp	Angiotensin converting enzyme inhibitor
BRD-K49865102	PD-0325901	trt_cp	MEK inhibitor|MAP kinase inhibitor|Protein kinase inhibitor
BRD-K49671696	ketanserin	trt_cp	Serotonin receptor antagonist
BRD-A49765801	fludroxycortide	trt_cp	Glucocorticoid receptor agonist
BRD-K49840922	etofylline-clofibrate	trt_cp	Platelet aggregation inhibitor|Lipase clearing factor inhibitor
BRD-K50031829	pf-04447943	trt_cp	NA
BRD-K50422030	clomethiazole	trt_cp	GABA receptor antagonist|GABA receptor modulator
BRD-K50564936	e-2012	trt_cp	NA
BRD-A50675702	fipronil	trt_cp	Chloride channel blocker|GABA gated chloride channel blocker
BRD-K50398167	meclofenamic-acid	trt_cp	Cyclooxygenase inhibitor|Prostanoid receptor antagonist
BRD-K50498985	taladegib	trt_cp	Smoothened receptor antagonist
BRD-K50590187	capsaicin	trt_cp	TRPV agonist
BRD-K53508936	cts-1027	trt_cp	NA
BRD-K82522873	n6022	trt_cp	Alcohol dehydrogenase inhibitor
BRD-A83081521	finasteride	trt_cp	5 alpha reductase inhibitor
BRD-K83405785	pimavanserin	trt_cp	Serotonin receptor inverse agonist
BRD-K82603084	ethylenediaminetetraacetic-acid	trt_cp	PKC inhibitor
BRD-K83186168	azd1981	trt_cp	CRTH receptor antagonist
BRD-K83508485	FK-888	trt_cp	Tachykinin antagonist
BRD-A84174393	meloxicam	trt_cp	Cyclooxygenase inhibitor
BRD-K84564571	telatinib	trt_cp	KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
BRD-K84925803	t-5224	trt_cp	NA
BRD-K84466663	nelarabine	trt_cp	DNA synthesis inhibitor|T cell inhibitor
BRD-A84575140	pimobendan	trt_cp	Calcium sensitizer|Phosphodiesterase inhibitor
BRD-K84986517	darunavir	trt_cp	HIV protease inhibitor
BRD-K84996356	azd3514	trt_cp	Drugs Acting on Androgen Receptor
BRD-K85090592	pilocarpine	trt_cp	Acetylcholine receptor agonist
BRD-K85833139	dehydroepiandrosterone	trt_cp	Protein synthesis stimulant
BRD-K85925969	zalcitabine	trt_cp	Nucleoside reverse transcriptase inhibitor
BRD-K86892782	edoxudine	trt_cp	DNA directed DNA polymerase inhibitor
BRD-K85751432	refametinib	trt_cp	MEK inhibitor
BRD-K86118762	linsitinib	trt_cp	IGF-1 inhibitor
BRD-K86930074	cediranib	trt_cp	VEGFR inhibitor|KIT inhibitor
BRD-A87130939	masoprocol	trt_cp	Lipoxygenase inhibitor
BRD-K80082640	otamixaban	trt_cp	Coagulation factor inhibitor
BRD-K82236179	dicoumarol	trt_cp	NADPH inhibitor
BRD-A84481105	thioridazine	trt_cp	Dopamine receptor antagonist
BRD-A80151636	bromocriptine	trt_cp	Dopamine receptor agonist
BRD-K81795818	exherin	trt_cp	Cadherin antagonist
BRD-K82928847	acy-1215	trt_cp	NA
BRD-K84011460	nizofenone	trt_cp	Ion channel antagonist
BRD-A86216746	varenicline	trt_cp	Acetylcholine receptor agonist
BRD-K45117373	Y-26763	trt_cp	Potassium channel activator
BRD-K45152786	merbarone	trt_cp	Topoisomerase inhibitor
BRD-K84748119	vicriviroc	trt_cp	CC chemokine receptor antagonist
BRD-K45071273	tetracaine	trt_cp	Membrane integrity inhibitor
BRD-A45153512	bimatoprost	trt_cp	Prostanoid receptor agonist
BRD-K45875383	xbd173	trt_cp	Benzodiazepine receptor ligand
BRD-K46018455	bezafibrate	trt_cp	PPAR receptor agonist
BRD-K46937689	phenazone	trt_cp	Cyclooxygenase inhibitor
BRD-A45889380	mepacrine	trt_cp	NFkB pathway inhibitor|Cytokine production inhibitor|TP53 activator
BRD-K45924332	amrinone	trt_cp	Phosphodiesterase inhibitor
BRD-K46839850	cinepazide	trt_cp	Calcium channel activator
BRD-K46970505	cefozopran	trt_cp	Bacterial cell wall synthesis inhibitor
BRD-K47000838	cytochalasin-b	trt_cp	Microtubule inhibitor
BRD-K50133271	tolfenamic-acid	trt_cp	Cyclooxygenase inhibitor|Prostanoid receptor antagonist|Leukotriene synthesis inhibitor|Prostanoid receptor inhibitor
BRD-K47976015	balapiravir	trt_cp	RNA polymerase inhibitor
BRD-K48578705	methyldopa	trt_cp	Adrenergic receptor agonist
BRD-K47869605	podophyllotoxin	trt_cp	Microtubule inhibitor|Tubulin inhibitor
BRD-K47936004	piribedil	trt_cp	Dopamine receptor agonist
BRD-K48068743	teneligliptin	trt_cp	Dipeptidyl peptidase inhibitor
BRD-K48722258	dilazep	trt_cp	Adenosine reuptake inhibitor
BRD-K48892307	sasapyrine	trt_cp	NFkB pathway inhibitor
BRD-K49456274	pilaralisib	trt_cp	PI3K inhibitor
BRD-K49555808	bms-707035	trt_cp	NA
BRD-K48812570	macitentan	trt_cp	Endothelin receptor antagonist
BRD-K49404994	levetiracetam	trt_cp	Calcium channel blocker
BRD-K49504902	sep-227900	trt_cp	NA
BRD-A50033377	rivaroxaban	trt_cp	Coagulation factor inhibitor
BRD-M80207679	nemonapride	trt_cp	Dopamine receptor antagonist
BRD-K80343549	tak-285	trt_cp	NA
BRD-K19111024	clofibric-acid	trt_cp	PPAR receptor agonist
BRD-K80267133	aminosalicylic-acid	trt_cp	Cyclooxygenase inhibitor
BRD-K80396088	gliquidone	trt_cp	Sulfonylurea
BRD-K80608265	erteberel	trt_cp	Estrogen receptor agonist
BRD-K81272440	dantrolene	trt_cp	Calcium channel blocker
BRD-K81458380	cx-4945	trt_cp	NA
BRD-K81528515	nilotinib	trt_cp	Bcr-Abl kinase inhibitor|Abl kinase inhibitor
BRD-K81332461	maxacalcitol	trt_cp	Vitamin D receptor agonist
BRD-K81473089	tacrine	trt_cp	Acetylcholinesterase inhibitor
BRD-K81694556	vtp-27999	trt_cp	NA
BRD-K81916719	triclabendazole	trt_cp	Microtubule inhibitor
BRD-A62025033	temsirolimus	trt_cp	MTOR inhibitor
BRD-K82234479	tramiprosate	trt_cp	Beta amyloid aggregation inhibitor
BRD-K82244583	mek162	trt_cp	MEK inhibitor
BRD-A82396632	miconazole	trt_cp	Bacterial cell wall synthesis inhibitor
BRD-K82225283	isosorbide	trt_cp	Nitric oxide stimulant
BRD-A82395837	ginkgolide-b	trt_cp	Platelet activating factor receptor antagonist|GABA receptor antagonist|Glycine receptor antagonist|Immunosuppressant|Peptidase inhibitor|Protease inhibitor|Reducing agent
BRD-K82467063	sb-271046	trt_cp	NA
BRD-K82767007	dazoxiben	trt_cp	Thromboxane synthase inhibitor
BRD-K82795137	loratadine	trt_cp	Histamine receptor antagonist
BRD-K82967685	mirodenafil	trt_cp	Phosphodiesterase inhibitor
BRD-A82772293	mepazine	trt_cp	Mucosa associated lymphoid tissue lymphoma translocation protein 1 (MALT1) inhibitor
